KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+
514,#BaS,"985,695,194","8,133,046",0.83%,"1,208,566,587","9,682,543","1,494,505,218",21,"44,440,029",0,0,0,0,0,2,0,0,0,0,0,0
515,FW-Y,"3,458,954,407","407,589,061",11.78%,"14,260,604,251","66,332,518","10,055,640,746",37,"91,741,086",15,9,3,2,1,23,15,8,3,1,0,0
516,SP16,"6,799,005,290","417,703,393",6.14%,"8,692,358,891","74,898,438","13,403,705,445",104,"59,586,736",11,4,2,1,0,22,14,3,0,0,0,0
517,FNIS,"1,191,672,798","70,275,436",5.90%,"1,617,305,887","9,227,211","1,904,909,718",23,"44,617,422",4,0,0,0,0,1,0,0,0,0,0,0
518,VL18,"1,392,257,995","49,495,032",3.56%,"1,653,944,693","20,266,021","2,156,874,594",24,"52,333,212",2,1,0,0,0,3,3,1,0,0,0,0
519,BNNG,"5,014,625,167","299,721,811",5.98%,"9,408,213,828","54,338,147","12,244,256,148",74,"64,966,417",12,0,0,0,0,21,10,3,1,1,0,0
520,,"786,209,715","41,605,455",5.29%,"1,073,486,815","10,546,800","1,487,649,676",15,"45,995,519",1,1,0,0,0,3,2,0,0,0,0,0
521,,"1,198,488,916","75,740,656",6.32%,"3,030,523,676","14,844,768","3,316,474,835",24,"48,489,330",4,1,0,0,0,3,1,0,0,0,0,0
522,HFF,"1,559,272,432","101,767,000",6.53%,"1,515,003,745","9,599,620","2,737,147,473",30,"48,027,224",3,0,0,0,0,2,1,0,0,0,0,0
523,-ZU-,"1,227,998,264","237,166",0.02%,"976,200,072","8,333,811","1,694,948,504",22,"43,819,603",0,0,0,0,0,1,0,0,0,0,0,0
524,,"1,125,997,834","20,076,087",1.78%,"549,602,485","5,192,326","1,458,094,127",28,"36,014,914",0,0,0,0,0,1,0,0,0,0,0,0
525,,"730,981,067","41,358,666",5.66%,"2,045,381,683","10,763,998","1,807,444,725",7,"90,748,657",2,1,0,0,0,4,3,2,1,0,0,0
527,,"749,335,824","12,404,291",1.66%,"1,867,832,903","8,763,923","1,371,829,631",12,"61,081,624",0,0,0,0,0,3,2,1,1,0,0,0
528,PSI,"5,194,443,975","420,442,189",8.09%,"12,169,399,203","72,609,848","11,745,901,528",85,"57,693,561",15,3,1,1,1,22,12,3,1,0,0,0
529,,"255,968,154",,0.00%,"76,752,935","2,496,828","316,004,197",6,"29,364,520",0,0,0,0,0,0,0,0,0,0,0,0
530,KOA#,"14,587,425,380","2,618,405,364",17.95%,"53,638,777,564","246,839,567","49,489,474,119",179,"82,670,893",121,45,14,5,4,106,64,16,7,0,0,0
531,GLT,"1,553,427,690","41,874,281",2.70%,"1,000,843,889","19,515,600","2,184,674,141",28,"46,691,703",1,1,0,0,0,2,1,0,0,0,0,0
532,,"328,459,570",,0.00%,"174,709,053","1,678,378","377,601,341",6,"48,520,651",0,0,0,0,0,1,0,0,0,0,0,0
533,,"179,774,013","1,035,302",0.58%,"17,859,964","622,145","89,796,499",5,"32,736,749",0,0,0,0,0,0,0,0,0,0,0,0
534,,"193,472,231","60,885",0.03%,"50,760,929","1,084,764","141,126,983",5,"28,371,291",0,0,0,0,0,0,0,0,0,0,0,0
535,LoC-,"8,766,529,701","580,963,131",6.63%,"26,320,301,015","141,219,730","29,825,063,355",98,"88,164,648",16,2,1,0,0,66,34,8,2,0,0,0
536,,"751,258,487","4,798,490",0.64%,"487,245,851","8,707,703","854,315,362",17,"36,884,819",0,0,0,0,0,0,0,0,0,0,0,0
537,,"207,992,637","2,544,043",1.22%,"21,061,806","1,995,037","196,998,486",3,"37,896,452",0,0,0,0,0,0,0,0,0,0,0,0
538,VoD#,"15,037,492,116","2,164,220,925",14.39%,"30,352,201,592","269,803,303","42,629,381,665",218,"66,539,372",78,31,8,1,1,69,37,9,2,0,0,0
539,BP-A,"13,968,309,158","1,768,259,718",12.66%,"45,383,290,470","268,473,990","46,938,760,636",165,"87,478,919",94,22,4,2,1,114,92,29,9,4,1,1
540,Yoo!,"8,620,486,991","2,189,172,088",25.39%,"50,047,793,206","232,929,385","34,827,283,924",113,"80,722,632",64,48,28,16,10,61,58,34,10,2,0,0
541,~FC~,"11,916,578,032","1,340,768,542",11.25%,"27,655,682,192","156,446,367","31,835,617,785",120,"98,565,867",43,16,10,3,1,92,58,12,4,1,0,0
542,,"1,000,804,515","31,824,309",3.18%,"1,174,016,362","12,932,851","1,419,598,183",21,"45,657,301",1,0,0,0,0,1,1,0,0,0,0,0
543,sith,"12,770,764,184","724,023,282",5.67%,"33,009,739,821","188,738,907","37,583,330,839",194,"63,834,483",15,3,0,0,0,54,20,6,1,0,0,0
544,RdL,"17,692,069,682","655,509,821",3.71%,"19,027,340,054","286,907,146","38,409,491,868",353,"54,281,445",8,1,0,0,0,57,17,2,0,0,0,0
545,,"847,378,403","13,534,819",1.60%,"510,387,729","10,891,527","973,761,326",18,"43,158,537",0,0,0,0,0,2,1,0,0,0,0,0
546,,"851,728,895","30,741,108",3.61%,"1,340,207,663","9,912,437","2,113,026,186",14,"53,031,436",1,0,0,0,0,2,2,1,0,0,0,0
547,woLF,"4,119,493,102","325,264,970",7.90%,"7,610,395,220","72,448,848","11,187,988,599",58,"68,404,671",11,3,2,1,0,20,12,1,0,0,0,0
548,H'sP,"1,051,786,738","17,506,472",1.66%,"1,405,703,414","5,028,264","1,122,912,019",26,"39,315,465",1,0,0,0,0,3,1,0,0,0,0,0
549,KNOD,"7,676,292,576","1,326,508,994",17.28%,"23,144,454,401","165,962,798","22,393,122,485",116,"65,282,247",42,18,10,7,6,33,20,5,3,0,0,0
550,,"161,391,460","6,194",0.00%,"143,900,379","858,118","167,718,066",4,"40,347,865",0,0,0,0,0,0,0,0,0,0,0,0
551,AC~A,"20,367,323,420","4,227,768,373",20.76%,"86,627,066,189","344,158,285","69,529,411,455",220,"93,579,449",173,90,32,16,7,145,98,41,18,6,0,0
552,,"993,319,442","6,168,724",0.62%,"244,901,340","9,596,272","1,138,435,203",20,"41,317,170",0,0,0,0,0,0,0,0,0,0,0,0
553,,"1,226,901,220","44,925,011",3.66%,"1,171,250,994","12,928,317","2,053,354,990",27,"38,218,501",2,0,0,0,0,0,0,0,0,0,0,0
554,LxCh,"4,850,412,527","594,313,754",12.25%,"19,608,396,911","112,002,170","16,086,753,540",57,"86,808,422",21,7,4,2,1,37,26,9,5,1,1,0
555,_RS_,"9,234,216,978","1,097,300,251",11.88%,"36,724,376,735","152,179,100","30,413,898,329",119,"75,196,932",52,14,6,2,0,67,42,16,4,0,0,0
556,,"570,567,242","217,049",0.04%,"10,792,069","2,277,158","350,275,924",11,"32,509,086",0,0,0,0,0,0,0,0,0,0,0,0
558,,"359,953,564","285,433",0.08%,"63,507,543","534,474","160,946,272",7,"27,049,442",0,0,0,0,0,0,0,0,0,0,0,0
559,SHOV,"5,664,002,634","438,034,972",7.73%,"13,380,973,202","61,724,052","14,110,430,149",79,"67,846,932",16,6,2,0,0,29,12,3,1,0,0,0
560,,"536,194,381","24,098,013",4.49%,"677,270,468","6,745,620","979,768,421",12,"36,500,565",1,0,0,0,0,0,0,0,0,0,0,0
561,~MS~,"2,880,464,593","98,937,618",3.43%,"4,396,330,952","36,493,903","5,947,139,621",45,"56,859,002",3,0,0,0,0,11,6,0,0,0,0,0
562,,"367,507,468","205,294",0.06%,"2,853,396","184,875","124,594,417",10,"29,645,828",0,0,0,0,0,0,0,0,0,0,0,0
563,-GD-,"8,181,308,338","1,302,631,358",15.92%,"17,584,586,445","111,425,914","21,163,314,643",146,"52,891,919",39,14,9,8,2,19,9,5,2,0,0,0
564,,"812,710,569","19,487,079",2.40%,"874,363,020","5,492,837","1,183,050,735",23,"33,547,226",0,0,0,0,0,1,0,0,0,0,0,0
565,GE65,"3,638,509,379","336,856,350",9.26%,"10,423,987,145","85,358,717","11,378,568,996",42,"82,590,963",14,2,0,0,0,23,12,5,0,0,0,0
566,SHOW,"3,425,348,833","130,746,980",3.82%,"2,382,933,852","33,896,400","4,992,099,468",63,"46,814,325",1,1,1,0,0,5,3,1,0,0,0,0
568,SPqR,"5,164,083,979","704,553,373",13.64%,"20,132,281,521","72,117,798","15,823,499,799",67,"76,033,163",29,11,6,1,0,33,23,8,3,1,0,0
569,,"997,870,122","21,263,425",2.13%,"882,830,284","7,331,926","1,002,332,472",23,"34,806,797",1,0,0,0,0,1,1,0,0,0,0,0
570,,"686,417,568","9,605,974",1.40%,"617,066,198","9,263,448","755,218,994",11,"50,533,363",0,0,0,0,0,1,1,0,0,0,0,0
571,GVC!,"1,953,614,376","8,287,693",0.42%,"1,355,591,187","22,046,663","2,907,318,007",41,"42,746,529",0,0,0,0,0,4,2,1,1,0,0,0
572,HuNT,"22,704,102,142","3,873,441,108",17.06%,"88,618,936,894","444,739,424","80,426,551,687",180,"126,889,236",161,84,32,13,5,165,153,81,33,11,2,1
573,ShoC,"9,774,876,585","301,006,273",3.08%,"13,161,314,656","110,453,088","20,101,407,464",172,"53,695,770",2,0,0,0,0,25,11,3,1,0,0,0
574,Moo!,"12,180,407,107","740,848,886",6.08%,"28,478,283,178","182,518,709","37,088,120,139",192,"61,176,852",18,0,0,0,0,46,17,2,0,0,0,0
575,!WAR,"17,005,677,171","1,815,984,955",10.68%,"67,753,725,553","308,968,314","60,106,799,910",253,"67,425,056",62,13,4,0,0,88,37,8,4,2,0,0
577,DyPx,"4,105,630,193","205,994,345",5.02%,"4,182,850,721","45,606,626","7,613,722,174",75,"48,886,694",2,0,0,0,0,5,2,0,0,0,0,0
578,~IP~,"14,035,155,954","1,312,006,155",9.35%,"24,425,392,307","158,925,571","34,352,881,711",200,"69,502,304",51,4,1,0,0,67,42,10,1,0,0,0
579,&COM,"15,514,203,482","2,647,574,769",17.07%,"69,851,934,141","335,350,719","57,224,061,367",213,"73,415,983",99,38,19,10,7,86,44,18,5,1,0,0
580,~SK,"4,765,625,929","134,282,638",2.82%,"6,211,231,287","63,751,926","9,716,589,314",92,"48,538,775",1,0,0,0,0,8,3,1,0,0,0,0
581,KaGe,"1,154,655,128","20,363,694",1.76%,"597,726,829","13,012,026","1,595,386,242",22,"37,893,536",0,0,0,0,0,0,0,0,0,0,0,0
582,SUPE,"1,270,690,134","46,451,239",3.66%,"551,143,097","10,650,214","1,737,628,687",27,"38,120,245",1,0,0,0,0,1,1,0,0,0,0,0
583,ID~S,"7,569,763,038","1,097,223,085",14.49%,"32,832,662,817","186,275,882","29,068,788,390",89,"83,460,426",41,15,8,6,3,52,32,14,6,3,0,0
584,B:V,"11,375,123,258","814,739,408",7.16%,"19,363,575,321","174,552,008","31,245,901,031",171,"64,727,268",21,2,0,0,0,41,8,1,0,0,0,0
585,-RL-,"7,065,869,787","592,201,770",8.38%,"19,651,336,949","136,312,893","23,660,413,151",112,"61,603,031",24,4,0,0,0,28,7,0,0,0,0,0
586,,"351,078,084","10,150",0.00%,"81,147,038","3,215,221","340,781,777",8,"32,380,643",0,0,0,0,0,0,0,0,0,0,0,0
587,LB4,"8,784,099,244","301,188,383",3.43%,"16,786,451,816","169,017,524","21,324,473,509",157,"53,729,778",7,0,0,0,0,40,20,1,0,0,0,0
588,BE4R,"13,113,969,360","568,996,594",4.34%,"48,623,259,604","199,142,589","40,791,603,544",133,"99,176,849",13,1,0,0,0,105,63,23,13,1,0,0
589,OEV,"10,914,667,783","1,683,425,837",15.42%,"41,384,834,743","252,081,175","36,921,144,445",121,"89,589,675",59,28,11,4,3,79,44,14,5,1,0,0
590,DBW,"16,299,690,803","603,622,859",3.70%,"16,713,601,992","255,608,011","33,531,389,813",362,"49,461,336",9,1,0,0,0,28,12,4,2,0,0,0
591,WMG,"6,120,860,300","638,081,885",10.42%,"9,602,028,916","82,725,006","14,296,222,122",99,"59,163,750",21,4,2,0,0,21,10,2,0,0,0,0
592,EXG,"21,821,444,377","3,977,547,720",18.23%,"76,314,029,806","329,565,649","67,788,921,754",204,"106,922,309",167,81,31,12,5,160,120,48,22,4,2,1
593,,"691,093,981","22,800,203",3.30%,"672,932,680","12,770,566","909,879,937",11,"51,888,123",1,0,0,0,0,2,2,0,0,0,0,0
594,,"145,184,308","155,669",0.11%,"10,628,746","1,511,723","82,399,153",3,"35,927,826",0,0,0,0,0,0,0,0,0,0,0,0
595,V-RN,"1,649,937,422","38,192,099",2.31%,"1,925,797,573","9,868,174","2,325,732,370",32,"44,075,772",1,0,0,0,0,1,1,1,1,0,0,0
596,,"343,081,730","18,356,200",5.35%,"486,776,940","2,674,231","1,003,735,570",8,"39,259,974",0,0,0,0,0,0,0,0,0,0,0,0
597,~LH,"1,267,386,083","81,709,139",6.45%,"1,475,886,758","11,404,913","1,958,818,775",26,"40,904,211",2,1,1,0,0,1,0,0,0,0,0,0
598,SvG-,"1,574,453,808","61,068,633",3.88%,"1,646,231,099","22,025,089","3,011,187,257",29,"45,439,719",1,0,0,0,0,2,0,0,0,0,0,0
599,EV0S,"12,446,376,914","599,935,970",4.82%,"12,650,109,996","158,352,093","23,266,891,482",235,"50,111,099",5,0,0,0,0,28,13,2,1,0,0,0
600,_BK_,"10,305,173,813","1,187,700,111",11.53%,"25,225,905,451","127,393,106","28,688,163,994",141,"71,002,796",47,15,5,2,1,60,37,12,3,0,0,0
601,,"328,918,606","27,216,485",8.27%,"471,776,558","3,831,389","512,338,445",2,"86,452,106",2,0,0,0,0,1,1,0,0,0,0,0
602,LENd,"13,969,690,781","1,947,452,033",13.94%,"37,705,777,473","190,277,436","39,995,564,844",178,"76,610,554",85,30,9,2,1,81,46,18,6,0,0,0
603,FoW,"7,971,452,704","739,479,140",9.28%,"11,687,363,068","113,111,025","17,707,248,579",135,"55,604,476",23,8,1,0,0,23,12,1,0,0,0,0
604,RS-1,"7,520,760,953","1,108,248,771",14.74%,"14,032,926,053","103,825,917","18,207,970,420",139,"52,203,939",38,12,7,3,2,25,12,1,0,0,0,0
605,AoA~,"7,012,871,625","464,973,940",6.63%,"17,377,439,622","108,282,238","18,894,087,232",117,"57,396,632",16,2,2,1,0,32,10,4,3,0,0,0
606,IM-K,"1,402,262,771","80,195,842",5.72%,"1,241,299,208","19,092,696","2,284,478,255",22,"48,696,173",3,0,0,0,0,4,3,0,0,0,0,0
607,CI@,"1,078,570,053","18,675,793",1.73%,"364,980,015","11,970,119","1,424,473,355",24,"36,617,402",0,0,0,0,0,0,0,0,0,0,0,0
608,Mult,"2,040,765,048","99,370,258",4.87%,"1,551,037,781","28,860,566","3,719,049,435",37,"51,190,438",1,0,0,0,0,3,1,0,0,0,0,0
609,,"880,064,049","11,276,663",1.28%,"436,602,129","7,982,820","863,729,540",21,"34,598,282",0,0,0,0,0,1,0,0,0,0,0,0
610,T-C,"8,125,897,216","339,351,189",4.18%,"8,739,871,329","97,846,357","15,514,440,743",140,"55,712,791",9,0,0,0,0,27,13,4,1,0,0,0
611,SOV,"12,340,947,343","2,099,904,745",17.02%,"38,289,731,790","220,618,712","39,021,440,709",164,"75,788,083",100,32,8,3,2,81,47,13,6,0,0,0
612,YGO!,"2,867,764,634","101,540,976",3.54%,"3,277,118,325","44,704,417","5,910,185,776",50,"54,873,117",1,0,0,0,0,7,5,0,0,0,0,0
613,PUTX,"2,220,628,214","53,032,866",2.39%,"2,010,324,595","25,989,494","3,952,063,270",35,"56,244,622",1,0,0,0,0,2,1,0,0,0,0,0
614,@rmy,"10,069,835,094","1,004,644,574",9.98%,"21,886,737,682","159,367,166","30,149,150,481",162,"61,868,461",38,4,1,0,0,31,24,2,1,0,0,0
615,-NLP,"14,315,503,753","2,179,290,703",15.22%,"45,548,729,212","183,235,335","42,633,288,966",172,"82,658,381",94,30,15,5,2,86,62,22,5,0,0,0
616,16IC,"1,535,656,504","23,972,794",1.56%,"1,668,096,485","27,551,754","2,907,591,320",32,"44,421,675",0,0,0,0,0,2,0,0,0,0,0,0
617,ZOO~,"17,245,025,713","444,616,167",2.58%,"21,944,915,439","225,793,306","33,541,669,685",396,"49,318,260",7,0,0,0,0,48,27,11,3,0,0,0
618,~EN~,"5,219,921,162","550,456,797",10.55%,"8,599,483,898","50,026,039","10,791,565,536",95,"51,885,670",13,4,2,0,0,11,6,2,1,0,0,0
619,DN-,"16,095,545,800","2,479,664,840",15.41%,"66,714,678,543","288,554,430","54,435,545,402",210,"76,617,657",86,45,20,7,3,92,61,25,7,2,0,0
620,GDW,"7,721,633,802","1,575,438,380",20.40%,"34,569,891,165","151,635,209","30,178,963,859",95,"84,824,916",66,40,13,5,1,66,48,11,2,1,1,0
621,~KW,"1,699,658,195","101,195,978",5.95%,"2,790,530,887","11,826,078","3,396,560,180",30,"53,025,160",2,2,0,0,0,7,1,0,0,0,0,0
622,1MOB,"5,165,398,101","431,911,233",8.36%,"8,038,963,689","76,383,208","13,847,296,519",61,"78,148,240",15,4,0,0,0,28,16,3,1,0,0,0
623,,"688,938,987","12,205,441",1.77%,"639,799,169","8,209,704","1,111,512,876",13,"47,055,128",0,0,0,0,0,2,1,0,0,0,0,0
624,IPAW,"1,870,581,982","31,620,591",1.69%,"2,351,293,277","22,025,247","3,777,369,683",42,"40,010,912",1,0,0,0,0,2,0,0,0,0,0,0
625,THIR,"5,907,377,880","139,107,790",2.35%,"2,785,465,533","96,533,290","9,112,115,407",110,"46,223,168",0,0,0,0,0,0,0,0,0,0,0,0
626,,"363,863,688","10,043,994",2.76%,"219,712,374","5,114,639","631,236,085",10,"36,386,369",0,0,0,0,0,0,0,0,0,0,0,0
627,-TPF,"12,315,406,061","1,970,998,416",16.00%,"49,571,752,382","248,721,024","43,517,530,193",203,"61,647,695",70,21,8,5,4,60,32,14,5,0,0,0
628,-SF,"5,152,476,576","239,354,300",4.65%,"5,978,032,408","50,725,367","9,602,920,580",103,"45,331,624",5,1,1,0,0,8,5,1,0,0,0,0
629,-TK-,"9,282,725,785","1,212,218,854",13.06%,"22,675,723,047","118,388,454","25,998,860,209",111,"80,865,535",51,19,7,0,0,59,43,11,1,0,0,0
630,,"726,428,841","713,454",0.10%,"59,793,120","2,743,828","380,161,970",19,"28,692,590",0,0,0,0,0,0,0,0,0,0,0,0
631,MF_B,"1,323,111,763","132,159,578",9.99%,"4,147,589,558","21,969,198","3,578,899,533",17,"71,403,870",3,2,2,1,1,7,4,1,1,1,0,0
632,TTU,"3,985,125,770","670,759,229",16.83%,"18,243,621,247","78,164,169","14,763,051,906",41,"99,664,348",27,19,8,0,0,29,26,14,7,2,1,0
633,,"592,852,503","2,132,452",0.36%,"167,972,291","2,101,509","546,961,622",12,"38,645,571",0,0,0,0,0,1,1,0,0,0,0,0
634,FAM@,"5,340,196,382","514,785,034",9.64%,"10,397,067,891","55,083,852","13,804,172,803",89,"57,874,110",16,4,0,0,0,17,9,3,1,0,0,0
635,`SR`,"11,344,326,845","677,283,274",5.97%,"22,904,635,404","166,284,763","32,391,920,875",152,"71,102,722",14,1,1,1,1,62,19,1,1,1,0,0
636,STTF,"5,262,357,337","409,164,524",7.78%,"7,371,240,070","83,911,011","11,014,054,053",95,"51,034,742",11,4,1,1,0,10,5,1,0,0,0,0
637,E-OS,"9,573,207,052","911,501,339",9.52%,"18,107,613,979","192,644,100","23,598,855,616",168,"55,212,254",27,11,4,2,0,38,22,2,1,0,0,0
638,PRK,"7,458,696,940","502,854,176",6.74%,"14,738,607,007","120,782,895","19,776,689,505",123,"57,526,780",13,4,0,0,0,28,13,1,0,0,0,0
639,MSTK,"4,290,226,862","293,589,856",6.84%,"4,179,985,347","52,942,493","8,408,928,322",84,"45,811,401",7,1,0,0,0,5,1,0,0,0,0,0
640,1LCN,"11,018,809,103","1,537,028,854",13.95%,"41,258,818,232","213,905,072","37,140,661,604",177,"62,666,708",65,24,6,1,0,57,28,12,5,1,1,1
641,GoA-,"13,239,123,687","1,760,112,224",13.29%,"29,145,047,557","169,856,392","34,976,072,148",198,"64,122,690",66,22,6,2,0,61,38,7,2,0,0,0
642,_DH_,"2,598,126,676","236,782,877",9.11%,"4,534,680,026","33,042,362","6,257,949,569",35,"72,512,794",10,1,0,0,0,16,8,3,0,0,0,0
643,,"195,321,079","1,855,498",0.95%,"41,154,691","2,728,184","142,975,946",5,"35,355,656",0,0,0,0,0,0,0,0,0,0,0,0
644,,"155,027,343","1,667,850",1.08%,"91,590,361","596,369","138,945,516",3,"33,616,749",0,0,0,0,0,0,0,0,0,0,0,0
645,,"819,495,178","40,914,263",4.99%,"1,522,188,387","10,300,255","1,872,002,877",14,"51,686,012",1,0,0,0,0,1,0,0,0,0,0,0
646,VEXC,"3,560,307,232","260,018,725",7.30%,"6,618,413,068","49,947,327","7,628,534,513",70,"48,529,649",8,1,1,0,0,8,4,0,0,0,0,0
647,ETNL,"14,130,429,001","1,039,297,975",7.36%,"16,805,065,971","144,137,063","28,653,775,754",277,"48,875,725",28,3,1,1,1,37,15,5,2,0,0,0
648,,"619,902,817","25,089,377",4.05%,"613,335,397","11,039,238","1,088,979,283",8,"64,816,430",0,0,0,0,0,2,1,0,0,0,0,0
649,CwD,"4,011,839,551","408,592,741",10.18%,"11,839,451,311","71,220,489","9,548,698,388",69,"56,037,895",13,5,1,1,1,15,6,4,1,0,0,0
650,-KoS,"1,801,081,583","317,613,408",17.63%,"9,359,982,330","67,172,659","8,150,691,981",20,"87,383,187",9,7,5,2,1,12,10,3,2,0,0,0
651,ONW1,"2,682,527,224","166,143,668",6.19%,"2,991,009,941","23,372,921","4,243,680,897",62,"40,668,133",4,1,0,0,0,3,1,0,0,0,0,0
652,ROVA,"2,974,556,630","174,104,971",5.85%,"4,621,721,375","43,283,959","6,604,416,450",47,"54,911,819",5,0,0,0,0,9,7,1,0,0,0,0
653,,"261,561,603","74,562",0.03%,"8,312,183","1,893,169","158,641,910",4,"27,599,040",0,0,0,0,0,0,0,0,0,0,0,0
654,,"373,800,173","726,164",0.19%,"186,106,246","1,724,970","356,280,600",9,"26,350,424",0,0,0,0,0,0,0,0,0,0,0,0
655,,"296,497,376","491,487",0.17%,"154,459,879","1,428,818","206,621,069",6,"37,065,411",0,0,0,0,0,1,0,0,0,0,0,0
656,F-XL,"2,384,369,569","114,666,418",4.81%,"3,931,942,547","28,253,730","4,433,527,719",39,"53,488,708",2,2,1,1,0,7,3,2,1,0,0,0
657,TD57,"4,669,403,700","440,885,012",9.44%,"9,301,415,173","77,698,950","12,177,695,604",61,"72,591,611",15,8,2,0,0,24,10,4,1,0,0,0
658,W@SP,"2,123,534,635","90,050,479",4.24%,"2,072,875,848","25,194,010","3,433,762,710",40,"44,470,208",2,1,1,0,0,5,2,0,0,0,0,0
659,o66,"3,629,088,688","319,702,443",8.81%,"11,415,272,720","62,600,349","10,828,256,047",36,"97,967,622",17,3,1,0,0,26,18,9,3,0,0,0
660,UHBD,"1,936,438,446","64,853,674",3.35%,"2,217,373,529","13,961,753","2,823,139,520",38,"45,293,976",3,0,0,0,0,4,2,2,0,0,0,0
661,,"622,249,261","3,603,765",0.58%,"379,123,231","7,044,382","602,086,952",15,"29,545,404",0,0,0,0,0,0,0,0,0,0,0,0
662,AKr,"4,182,633,067","348,726,323",8.34%,"8,814,724,584","47,236,278","11,343,766,102",52,"77,196,323",15,5,1,0,0,26,21,4,1,0,0,0
663,R0SE,"4,861,107,120","198,163,069",4.08%,"4,749,318,962","58,115,563","8,975,627,084",90,"46,481,956",3,0,0,0,0,3,2,2,0,0,0,0
664,SKN',"9,906,855,574","1,390,104,518",14.03%,"25,385,374,303","149,207,545","29,243,640,999",159,"60,545,251",60,16,5,1,0,49,29,7,2,0,0,0
665,-IO-,"3,875,786,072","81,558,160",2.10%,"2,414,085,745","29,937,528","5,678,325,702",71,"47,513,563",1,0,0,0,0,7,2,0,0,0,0,0
666,,"834,275,842","24,966,465",2.99%,"373,501,840","4,054,561","743,520,672",22,"26,180,834",1,0,0,0,0,0,0,0,0,0,0,0
667,,"459,147,908","8,591,308",1.87%,"325,337,047","2,931,632","832,808,918",7,"45,154,948",0,0,0,0,0,0,0,0,0,0,0,0
668,CRYO,"17,930,652,644","1,935,644,617",10.80%,"42,931,197,391","221,173,833","47,462,455,175",302,"59,379,484",67,14,3,2,1,67,27,7,3,0,0,0
669,#TDC,"1,407,155,671","57,304,076",4.07%,"1,122,042,579","10,800,799","1,482,822,123",34,"35,477,365",1,1,1,1,0,1,1,0,0,0,0,0
670,,"376,866,993","2,315,836",0.61%,"286,914,981","3,264,499","341,021,222",8,"34,319,197",0,0,0,0,0,1,0,0,0,0,0,0
671,ELCS,"10,519,097,537","1,923,904,824",18.29%,"46,910,414,810","168,552,240","35,536,071,024",135,"77,898,650",79,30,14,5,2,53,35,20,8,3,0,0
672,,"268,767,959","1,696",0.00%,"28,707,423","600,120","120,219,468",4,"22,853,894",0,0,0,0,0,0,0,0,0,0,0,0
673,AMG-,"1,167,703,549","2,845,872",0.24%,"1,141,249,227","8,976,722","1,588,339,972",24,"42,416,614",0,0,0,0,0,1,0,0,0,0,0,0
674,BzzZ,"8,098,393,460","732,790,891",9.05%,"14,159,170,361","88,880,650","18,697,211,632",168,"44,500,679",17,7,2,2,1,14,6,2,2,0,0,0
675,EWS,"4,438,087,829","375,597,673",8.46%,"9,184,583,445","74,399,155","11,430,409,370",77,"53,044,853",15,5,0,0,0,12,6,4,1,0,0,0
676,VN-K,"1,189,280,762","13,666,888",1.15%,"1,088,102,076","12,654,645","2,058,249,617",24,"38,698,854",0,0,0,0,0,0,0,0,0,0,0,0
677,SO-S,"2,545,085,322","23,551,290",0.93%,"1,769,198,950","32,099,082","3,500,048,311",55,"38,578,898",0,0,0,0,0,3,0,0,0,0,0,0
678,SoW,"13,304,463,171","1,996,816,103",15.01%,"43,333,272,627","185,163,078","41,367,113,878",205,"64,457,577",75,28,9,7,3,64,37,14,4,0,0,0
679,ODOD,"1,609,234,434","93,448,713",5.81%,"3,411,935,112","29,107,096","3,763,029,767",22,"65,163,011",3,2,1,0,0,7,4,2,1,0,0,0
680,,"669,938,180","2,487,493",0.37%,"323,012,668","7,921,726","622,233,170",15,"30,840,634",0,0,0,0,0,0,0,0,0,0,0,0
681,X-BL,"13,601,888,901","1,387,706,072",10.20%,"30,497,807,339","216,592,960","35,011,723,458",276,"47,076,759",42,13,4,3,1,41,17,3,1,0,0,0
682,Muoi,"1,981,295,802","110,463,373",5.58%,"3,652,968,338","33,779,880","4,782,945,036",40,"47,149,343",2,1,0,0,0,1,1,0,0,0,0,0
683,K683,"1,746,000,026","127,380,035",7.30%,"3,800,980,833","34,514,376","4,897,355,595",29,"56,526,815",6,0,0,0,0,4,1,1,0,0,0,0
684,,"136,258,294","123,878",0.09%,"34,523,763","639,820","87,519,503",3,"21,985,542",0,0,0,0,0,0,0,0,0,0,0,0
685,,"7,048,725,869","679,086,247",9.63%,"12,201,172,014","108,629,075","16,551,351,698",122,"55,211,340",19,7,5,1,1,19,12,1,1,1,0,0
686,SAMG,"1,073,654,950","25,096,480",2.34%,"1,424,726,729","11,190,198","2,234,439,567",18,"49,842,540",1,0,0,0,0,3,0,0,0,0,0,0
687,WRT,"11,832,926,929","1,363,020,056",11.52%,"24,000,542,905","146,958,179","29,399,573,841",231,"48,508,315",44,18,7,2,1,36,17,2,2,0,0,0
688,FST-,"2,286,673,066","107,259,423",4.69%,"2,956,209,210","32,844,284","4,695,230,909",44,"46,973,592",4,1,0,0,0,6,2,1,1,0,0,0
689,LF-2,"8,022,956,193","910,837,420",11.35%,"16,406,457,041","106,347,516","20,298,103,266",127,"60,327,521",35,9,1,0,0,34,18,6,3,0,0,0
