KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
497,,153020545,62343,0.04%,50360150,317118,79116333,4,26140526,0,0,0,0,0,0,,"283,071,366",28,42,"9,915,156","6,739,794",0,0,19,32,,,,"153,020,545","62,343","50,360,150","79,116,333","317,118",9,3,0,
498,,325971373,74170,0.02%,113929295,2153165,238058225,8,24659910,0,0,0,0,0,0,,"555,016,210",50,61,"10,954,700","9,098,626",4,0,9,33,,,,"325,971,373","74,170","113,929,295","238,058,225","2,153,165",15,9,0,19
499,,293335310,46457,0.02%,178040842,2605152,313076970,9,23221162,0,0,0,0,0,0,,"391,477,973",34,41,"11,397,187","9,548,243",0,0,9,19,,,,"293,335,310","46,457","178,040,842","313,076,970","2,605,152",8,8,0,
500,-HD-,9542248923,164192749,1.72%,16880786214,66332905,16870621588,210,44675217,17,10,3,1,0,0,"8,461,810,517","11,666,462,709",616,654,"18,911,481","17,838,628",470,189,15,590,"-HD-,-HW-","9,596,606,213","-HD-,-HW-","9,542,248,923","164,192,749","16,880,786,214","16,870,621,588","66,332,905",70,111,67,0
501,,268660193,92066,0.03%,29683045,1569532,161773004,2,31695035,0,0,0,0,0,0,,"469,401,694",47,57,"9,907,089","8,235,117",13,2,17,48,,,,"268,660,193","92,066","29,683,045","161,773,004","1,569,532",15,4,0,30
502,Army,7613278447,78000739,1.02%,3911716911,47443256,8452143661,211,30698950,0,0,0,0,0,0,"5,445,270,000","8,550,323,810",419,449,"20,364,184","19,043,037",308,181,20,377,"Army,NaVy","6,546,149,420","Army,NaVy","7,613,278,447","78,000,739","3,911,716,911","8,452,143,661","47,443,256",61,228,12,0
503,,684271361,1223725,0.18%,185065813,4197669,605598673,12,29876299,0,0,0,0,0,0,,"1,019,475,996",76,89,"13,359,359","11,454,786",38,10,13,78,,,,"684,271,361","1,223,725","185,065,813","605,598,673","4,197,669",18,20,0,9
504,WL:A,1426428969,14207455,1.00%,1052298013,10590681,1506147579,35,34241166,0,2,0,0,0,0,"1,003,195,385","1,866,340,040",110,120,"16,908,940","15,552,834",48,17,17,98,WL:A,"1,003,195,385",WL:A,"1,426,428,969","14,207,455","1,052,298,013","1,506,147,579","10,590,681",22,33,5,5
505,,385984203,475693,0.12%,73469883,1100719,221949400,10,28306914,0,0,0,0,0,0,,"670,327,554",57,71,"11,621,912","9,441,233",0,0,13,48,,,,"385,984,203","475,693","73,469,883","221,949,400","1,100,719",14,10,1,37
506,,1021629176,15750407,1.54%,607580343,5146664,865931011,28,30013381,0,1,0,0,0,0,,"1,308,663,314",78,94,"16,636,675","13,921,950",0,0,15,60,,,,"1,021,629,176","15,750,407","607,580,343","865,931,011","5,146,664",17,29,0,39
507,,53620192,,0.00%,394441,346900,34973637,1,14512612,0,0,0,0,0,0,,"276,451,421",34,54,"7,836,546","5,119,471",3,0,18,43,,,,"53,620,192",,"394,441","34,973,637","346,900",11,0,0,
508,,1400397951,2002067,0.14%,684197704,12234886,1278171441,33,26930578,0,0,0,0,0,0,,"1,763,852,153",117,130,"15,022,625","13,568,093",28,12,16,98,,,,"1,400,397,951","2,002,067","684,197,704","1,278,171,441","12,234,886",26,37,3,45
509,,977577759,27327,0.00%,160066428,5070098,631061222,20,24773524,0,0,0,0,0,0,,"1,264,506,877",91,105,"13,843,683","12,042,923",21,5,14,74,,,,"977,577,759","27,327","160,066,428","631,061,222","5,070,098",37,18,1,48
510,,357851916,396467,0.11%,74090541,1180847,159419565,10,23006482,0,0,0,0,0,0,,"602,328,261",54,63,"11,072,005","9,560,766",0,0,19,46,,,,"357,851,916","396,467","74,090,541","159,419,565","1,180,847",17,9,0,10
511,,433404348,929516,0.21%,51032834,1853425,303332562,9,28330958,0,0,0,0,0,0,,"689,226,145",53,61,"12,918,696","11,298,789",20,7,10,51,,,,"433,404,348","929,516","51,032,834","303,332,562","1,853,425",12,13,0,3
512,,186360265,3777307,2.03%,242203959,2587886,265742207,3,35486943,0,0,0,0,0,0,,"382,608,928",41,45,"9,287,245","8,502,421",7,3,14,37,,,,"186,360,265","3,777,307","242,203,959","265,742,207","2,587,886",10,2,2,
513,L:A,11731972805,243002744,2.07%,22148084397,107423404,20101401325,250,45814763,16,14,6,5,0,0,"9,136,124,075","14,547,931,953",809,887,"17,952,303","16,401,276",494,215,37,730,"L:A,L:E,L:M","11,943,545,170","L:A,L:E,L:M","11,731,972,805","243,002,744","22,148,084,397","20,101,401,325","107,423,404",100,120,82,0
514,,373561423,1349360,0.36%,312717421,1752807,430743506,10,27410267,0,0,0,0,0,0,,"608,170,992",56,70,"10,765,851","8,688,157",0,0,19,61,,,,"373,561,423","1,349,360","312,717,421","430,743,506","1,752,807",15,8,1,95
515,FW-X,14220985211,1201655054,8.45%,22750758335,110562677,23014777546,337,45243732,16,20,4,1,2,0,"7,953,280,745","18,502,971,603",983,"1,030","18,797,559","17,964,050",0,0,32,946,"FW-X,FW-Y","15,205,792,594","FW-X,FW-Y","15,624,448,795","1,235,672,081","23,671,472,527","24,906,691,097","119,708,498",100,188,110,0
516,SP16,1328087673,1563949,0.12%,184451713,4041664,953410887,25,30678557,0,0,0,0,0,0,"1,603,581,068","1,719,377,791",106,122,"16,146,637","14,093,261",74,23,17,113,SP16,"1,603,581,068",SP16,"1,328,087,673","1,563,949","184,451,713","953,410,887","4,041,664",39,29,3,1
517,,142925290,,0.00%,104324274,1079311,137107712,2,30078289,0,0,0,0,0,0,,"315,998,440",37,50,"8,352,550","6,319,969",8,2,16,40,,,,"142,925,290",,"104,324,274","137,107,712","1,079,311",7,4,0,
518,,265624656,37066,0.01%,12520255,490960,145596916,7,24427571,0,0,0,0,0,0,,"467,617,226",46,62,"10,016,694","7,542,213",9,2,17,51,,,,"265,624,656","37,066","12,520,255","145,596,916","490,960",9,8,0,18
519,,642178459,289371,0.05%,382483555,3736879,687862420,13,29892831,0,0,0,0,0,0,,"966,851,039",72,87,"13,299,839","11,113,230",22,7,15,71,,,,"642,178,459","289,371","382,483,555","687,862,420","3,736,879",19,17,1,9
520,,1385779710,11308764,0.82%,758404933,12653821,1561009618,49,26402142,0,0,0,0,0,0,,"1,678,260,576",108,122,"15,498,920","13,756,234",12,3,17,61,,,,"1,385,779,710","11,308,764","758,404,933","1,561,009,618","12,653,821",21,43,0,33
521,,321686820,234266,0.07%,26559833,636127,154529753,4,22161584,0,0,0,0,0,0,,"769,748,577",83,100,"9,127,661","7,697,486",12,1,22,93,,,,"321,686,820","234,266","26,559,833","154,529,753","636,127",28,6,0,56
522,,372789194,1101239,0.30%,231724926,1782098,375189081,13,25552038,0,0,0,0,0,0,,"816,495,364",90,100,"8,998,304","8,164,954",25,3,18,75,,,,"372,789,194","1,101,239","231,724,926","375,189,081","1,782,098",17,14,0,23
523,-ZU-,883182243,5066950,0.57%,331098514,4468331,715734303,19,24548311,0,0,0,0,0,0,"1,057,457,371","1,505,688,839",108,139,"13,812,580","10,832,294",36,12,21,119,-ZU-,"1,057,457,371",-ZU-,"883,182,243","5,066,950","331,098,514","715,734,303","4,468,331",48,27,0,14
524,,1016693395,8208614,0.81%,367780069,5757989,808974908,26,24548358,0,0,0,0,0,0,,"1,458,545,054",105,128,"13,757,876","11,394,883",38,11,26,103,,,,"1,016,693,395","8,208,614","367,780,069","808,974,908","5,757,989",27,30,0,9
525,,105077796,363424,0.35%,15460301,1064299,102075299,2,19897738,0,0,0,0,0,0,,"352,698,514",49,76,"6,982,890","4,640,770",5,1,19,62,,,,"105,077,796","363,424","15,460,301","102,075,299","1,064,299",12,1,0,
526,,130520126,245776,0.19%,2735408,94686,53508055,1,18978081,0,0,0,0,0,0,,"458,977,188",52,60,"8,718,401","7,649,620",6,0,22,45,,,,"130,520,126","245,776","2,735,408","53,508,055","94,686",24,0,0,
527,,334821646,557725,0.17%,29396526,676053,147668676,5,25994936,0,0,0,0,0,0,,"565,957,852",51,64,"10,957,551","8,843,091",11,2,21,55,,,,"334,821,646","557,725","29,396,526","147,668,676","676,053",12,9,0,102
528,PSI-,3267373946,92604311,2.83%,1313971079,13184042,2594561538,76,28903867,3,0,0,0,0,0,"2,689,237,338","3,851,423,893",210,222,"18,307,771","17,348,756",155,67,15,161,PSI-,"2,689,237,338",PSI-,"3,267,373,946","92,604,311","1,313,971,079","2,594,561,538","13,184,042",50,96,1,55
529,,318738613,26691,0.01%,66426041,1011609,189303311,6,19193926,0,0,0,0,0,0,,"668,407,721",65,77,"10,160,640","8,680,620",15,0,17,59,,,,"318,738,613","26,691","66,426,041","189,303,311","1,011,609",28,5,0,37
530,KOAA,7543058819,674137032,8.94%,11318332399,67761950,11079919370,202,35559083,9,3,1,0,0,0,"6,420,448,833","9,317,199,843",629,690,"14,774,799","13,503,188",508,193,33,585,KOAA,"6,420,448,833",KOAA,"7,543,058,819","674,137,032","11,318,332,399","11,079,919,370","67,761,950",62,168,24,0
531,,247197396,2074963,0.84%,39347016,1780949,147262855,5,25352360,0,0,0,0,0,0,,"487,695,501",50,61,"9,651,028","7,995,008",23,4,11,34,,,,"247,197,396","2,074,963","39,347,016","147,262,855","1,780,949",12,4,0,66
532,,127257570,7115,0.01%,25062718,252270,55908388,4,20476034,0,0,0,0,0,0,,"345,831,481",39,50,"8,744,398","6,916,630",10,2,17,40,,,,"127,257,570","7,115","25,062,718","55,908,388","252,270",12,3,0,
533,,163910512,424941,0.26%,14781220,211142,69135133,5,21641329,0,0,0,0,0,0,,"384,352,454",45,75,"8,364,358","5,124,699",9,0,11,57,,,,"163,910,512","424,941","14,781,220","69,135,133","211,142",10,5,0,
534,,269202619,2029698,0.75%,130636573,3683956,232733167,9,21696408,0,0,0,0,0,0,,"484,477,493",50,68,"9,557,019","7,124,669",5,1,16,58,,,,"269,202,619","2,029,698","130,636,573","232,733,167","3,683,956",9,8,0,26
535,DA35,3816828095,44880195,1.18%,2776669224,20254289,4365958791,107,30548707,2,0,0,0,0,0,"2,911,487,654","4,446,186,625",237,251,"18,736,217","17,713,891",154,83,22,188,DA35,"2,911,487,654",DA35,"3,816,828,095","44,880,195","2,776,669,224","4,365,958,791","20,254,289",35,107,7,2
536,,122663238,149260,0.12%,16943297,454444,79682868,2,19936700,0,0,0,0,0,0,,"413,962,598",55,69,"7,421,985","5,999,458",12,0,17,37,,,,"122,663,238","149,260","16,943,297","79,682,868","454,444",12,1,0,
537,,70833183,257,0.00%,4127418,222975,36476954,1,24104650,0,0,0,0,0,0,,"294,092,175",37,48,"7,792,692","6,126,920",6,1,20,41,,,,"70,833,183",257,"4,127,418","36,476,954","222,975",9,3,0,
538,VoD#,6431869129,295760694,4.60%,4251112404,36380197,7606626608,169,29105301,0,0,0,0,0,0,"5,338,927,257","7,412,623,859",392,406,"18,898,309","18,257,694",308,153,15,328,VoD#,"5,338,927,257",VoD#,"6,431,869,129","295,760,694","4,251,112,404","7,606,626,608","36,380,197",78,185,16,8
539,-WE-,8171961450,413116136,5.06%,8969652345,52430475,12077914945,225,32173604,4,1,0,0,0,0,"6,077,773,396","9,530,614,178",498,524,"19,113,150","18,188,195",392,196,20,449,"-WE-,WoN","7,344,633,650","-WE-,WoN","8,171,961,450","413,116,136","8,969,652,345","12,077,914,945","52,430,475",57,220,20,0
540,,465971051,2158937,0.46%,91074122,1340872,310429981,9,26931731,0,0,0,0,0,0,,"914,847,126",80,92,"11,377,781","9,943,991",44,5,14,79,,,,"465,971,051","2,158,937","91,074,122","310,429,981","1,340,872",32,8,0,97
541,,85465596,258462,0.30%,53971169,873515,71499551,2,35024193,0,0,0,0,0,0,,"305,775,804",54,68,"5,544,027","4,496,703",23,2,19,58,,,,"85,465,596","258,462","53,971,169","71,499,551","873,515",4,2,0,
542,,95010071,49145,0.05%,3364250,749259,65829336,2,21037808,0,0,0,0,0,0,,"298,640,213",39,52,"7,540,832","5,743,081",3,1,20,42,,,,"95,010,071","49,145","3,364,250","65,829,336","749,259",8,1,0,
543,sith,6563963526,304308646,4.64%,6922408371,59468555,8942377428,174,32460435,8,0,1,0,0,0,"5,778,124,504","7,556,386,350",375,395,"20,129,650","19,130,092",310,159,21,358,"sith,DoA","6,815,602,864","sith,DoA","6,563,963,526","304,308,646","6,922,408,371","8,942,377,428","59,468,555",56,175,11,0
544,RdL,4573738632,127684484,2.79%,1628946298,26265768,4143221453,100,27387335,1,0,0,0,0,0,"4,063,285,766","5,739,984,616",357,373,"16,052,977","15,388,699",272,91,23,315,RdL,"4,063,285,766",RdL,"4,573,738,632","127,684,484","1,628,946,298","4,143,221,453","26,265,768",119,119,4,0
545,,153402070,5021,0.00%,7388809,312130,58797701,2,16777583,0,0,0,0,0,0,,"479,863,278",57,89,"8,240,663","5,391,722",10,0,19,76,,,,"153,402,070","5,021","7,388,809","58,797,701","312,130",21,1,0,11
546,,130610333,,0.00%,51184283,971349,93899512,3,23105762,0,0,0,0,0,0,,"545,724,345",68,89,"7,898,142","6,131,734",11,0,17,64,,,,"130,610,333",,"51,184,283","93,899,512","971,349",16,3,0,17
547,,165992873,46560,0.03%,29597929,257337,87360718,1,33504395,0,0,0,0,0,0,,"451,706,907",53,68,"8,289,828","6,642,749",11,0,10,48,,,,"165,992,873","46,560","29,597,929","87,360,718","257,337",12,3,0,
548,XUE1,6469946927,207540525,3.21%,10966553826,50639074,9937864646,169,34227494,6,6,1,1,0,0,"4,670,442,031","8,028,567,633",586,778,"13,624,069","10,319,496",397,142,38,637,"XUE1,XUE2","5,958,295,068","XUE1,XUE2","6,469,946,927","207,540,525","10,966,553,826","9,937,864,646","50,639,074",72,147,11,0
549,,341509207,920507,0.27%,69460979,1646758,186384706,7,22101430,0,0,0,0,0,0,,"802,590,880",74,91,"10,701,099","8,819,680",18,2,20,70,,,,"341,509,207","920,507","69,460,979","186,384,706","1,646,758",32,5,0,42
550,,202653109,14497,0.01%,22759540,703014,113768258,3,22266477,0,0,0,0,0,0,,"463,469,051",56,70,"8,091,895","6,620,986",11,2,22,52,,,,"202,653,109","14,497","22,759,540","113,768,258","703,014",14,3,0,59
551,,303353915,2266313,0.75%,93184541,725777,197350183,7,28069270,0,0,0,0,0,0,,"655,227,983",71,87,"9,114,067","7,531,356",31,6,17,63,,,,"303,353,915","2,266,313","93,184,541","197,350,183","725,777",17,7,0,43
552,,224204960,6444514,2.87%,121488133,1396254,184890266,5,30688458,0,0,0,0,0,0,,"594,120,453",100,116,"5,865,511","5,121,728",23,3,18,101,,,,"224,204,960","6,444,514","121,488,133","184,890,266","1,396,254",15,3,1,6
553,NF-A,2562737720,33687992,1.31%,1510347235,16057366,2705851184,71,28236900,1,0,0,0,0,0,"1,864,005,520","3,314,624,322",217,230,"15,252,730","14,411,410",87,36,23,155,NF-A,"1,864,005,520",NF-A,"2,562,737,720","33,687,992","1,510,347,235","2,705,851,184","16,057,366",61,66,4,40
554,,1317624133,30152305,2.29%,926319323,6604317,1297561883,31,26628767,1,0,0,0,0,0,,"2,042,405,162",160,183,"12,681,597","11,160,684",39,6,25,113,,,,"1,317,624,133","30,152,305","926,319,323","1,297,561,883","6,604,317",47,33,2,23
555,,268327185,10468,0.00%,31426120,946099,149943681,5,23133383,0,0,0,0,0,0,,"588,337,116",60,98,"9,471,916","6,003,440",19,4,20,85,,,,"268,327,185","10,468","31,426,120","149,943,681","946,099",19,5,0,65
556,,78615862,233645,0.30%,2481960,143986,29158109,1,27889706,0,0,0,0,0,0,,"517,404,097",61,76,"8,379,935","6,807,949",12,1,33,69,,,,"78,615,862","233,645","2,481,960","29,158,109","143,986",20,1,0,104
557,,582894478,742204,0.13%,55941212,1541359,336494531,11,23550412,0,0,0,0,0,0,,"1,085,519,282",98,116,"10,954,494","9,357,925",41,7,22,104,,,,"582,894,478","742,204","55,941,212","336,494,531","1,541,359",31,15,0,8
558,,99979505,414996,0.42%,31705370,1162087,76743023,3,21552102,0,0,0,0,0,0,,"343,448,834",54,65,"6,247,668","5,283,828",13,3,18,49,,,,"99,979,505","414,996","31,705,370","76,743,023","1,162,087",7,2,0,
559,,399788507,209375,0.05%,77135716,1093519,269084373,6,23747954,0,0,0,0,0,0,,"1,035,781,940",102,118,"10,063,417","8,777,813",45,4,19,89,,,,"399,788,507","209,375","77,135,716","269,084,373","1,093,519",43,7,0,5
560,,191215632,109488,0.06%,21538502,383345,101083921,1,23460159,0,0,0,0,0,0,,"481,914,388",61,77,"7,766,066","6,258,628",14,1,17,64,,,,"191,215,632","109,488","21,538,502","101,083,921","383,345",17,1,0,43
561,~ND~,1343035991,14317366,1.07%,622814275,4447506,1064740080,34,23359704,0,0,0,0,0,0,"1,131,512,707","1,951,541,539",148,169,"13,093,777","11,547,583",37,10,23,111,~ND~,"1,131,512,707",~ND~,"1,343,035,991","14,317,366","622,814,275","1,064,740,080","4,447,506",56,36,0,2
562,,374534598,879386,0.23%,31985920,781599,251925887,3,21144075,0,0,0,0,0,0,,"779,525,627",74,84,"10,450,649","9,280,067",34,2,11,67,,,,"374,534,598","879,386","31,985,920","251,925,887","781,599",28,6,0,41
563,-GD-,6360449490,157341072,2.47%,8267001397,36972938,9001272187,154,37951349,8,2,0,1,0,0,"3,578,788,839","7,833,987,312",529,665,"14,746,215","11,780,432",327,140,22,537,"-GD-,ImA","6,123,398,935","-GD-,ImA","6,360,449,490","157,341,072","8,267,001,397","9,001,272,187","36,972,938",61,112,33,0
564,PJ-E,1328201188,4689348,0.35%,557351038,3176233,1025170846,27,26547267,0,0,0,0,0,0,"1,896,489,155","2,395,283,964",189,209,"12,605,231","11,460,689",102,24,20,185,PJ-E,"1,896,489,155",PJ-E,"1,328,201,188","4,689,348","557,351,038","1,025,170,846","3,176,233",82,29,0,129
565,,17176630,,0.00%,32737,9345,11678928,0,,0,0,0,0,0,0,,"207,252,823",38,52,"5,252,066","3,985,631",5,0,20,43,,,,"17,176,630",,"32,737","11,678,928","9,345",5,0,0,
566,,263683107,151126,0.06%,58390183,922179,136885149,6,23874365,0,0,0,0,0,0,,"832,071,904",95,114,"8,642,478","7,298,876",38,3,20,101,,,,"263,683,107","151,126","58,390,183","136,885,149","922,179",30,4,0,70
567,,79875098,111893,0.14%,2780117,93590,36370160,2,23371136,0,0,0,0,0,0,,"289,546,075",42,54,"6,652,691","5,361,964",5,1,15,40,,,,"79,875,098","111,893","2,780,117","36,370,160","93,590",8,2,0,
568,HeXa,5788580912,75297191,1.30%,3347701141,21576664,5619580354,142,29076454,2,1,0,0,0,0,"3,559,243,656","6,901,540,488",414,446,"16,625,341","15,474,306",248,105,34,360,"HeXa,GVLA","4,682,815,133","HeXa,GVLA","5,788,580,912","75,297,191","3,347,701,141","5,619,580,354","21,576,664",101,154,8,0
569,OPS3,2246182991,144209027,6.42%,1146434519,14708396,2014049184,62,24672897,0,0,0,0,0,0,"1,282,079,140","3,079,784,346",230,282,"13,307,536","10,921,221",0,0,33,197,OPS3,"1,282,079,140",OPS3,"2,246,182,991","144,209,027","1,146,434,519","2,014,049,184","14,708,396",60,65,3,17
570,,170306759,2044602,1.20%,26403552,1232735,168860095,1,23156138,0,0,0,0,0,0,,"622,253,472",82,112,"7,439,618","5,555,835",0,0,24,83,,,,"170,306,759","2,044,602","26,403,552","168,860,095","1,232,735",20,2,0,0
571,,147520552,652154,0.44%,86686301,1010034,132374249,4,24380701,0,0,0,0,0,0,,"431,628,320",54,84,"7,809,599","5,138,432",0,0,13,59,,,,"147,520,552","652,154","86,686,301","132,374,249","1,010,034",13,2,0,
572,,111995020,144095,0.13%,13886446,751274,68781316,1,15522439,0,0,0,0,0,0,,"576,394,994",73,100,"7,766,663","5,763,950",0,0,25,70,,,,"111,995,020","144,095","13,886,446","68,781,316","751,274",27,0,0,94
573,WARt,3418758660,227074444,6.64%,1891803611,21294127,3684482270,89,24196456,0,0,0,0,0,0,"3,028,676,251","4,408,805,505",313,371,"14,024,627","11,883,573",0,0,30,306,WARt,"3,028,676,251",WARt,"3,418,758,660","227,074,444","1,891,803,611","3,684,482,270","21,294,127",99,98,0,161
574,WARc,6994652329,1246655849,17.82%,10401913680,49541337,10982945772,187,34910099,8,4,0,1,0,0,"6,420,236,623","8,923,670,722",758,902,"11,722,631","9,893,205",0,0,39,694,WARc,"6,420,236,623",WARc,"6,994,652,329","1,246,655,849","10,401,913,680","10,982,945,772","49,541,337",36,172,13,0
575,!WAR,5542564417,936133970,16.89%,7288246713,36414790,7547191769,156,31838849,5,3,0,1,0,0,"4,395,664,135","6,937,872,890",462,529,"14,982,844","13,115,072",0,0,28,444,!WAR,"4,395,664,135",!WAR,"5,542,564,417","936,133,970","7,288,246,713","7,547,191,769","36,414,790",58,138,13,0
576,,153892535,2029228,1.32%,24576881,1015159,96725129,4,20003428,0,0,0,0,0,0,,"683,455,400",84,114,"7,999,009","5,995,223",0,0,25,72,,,,"153,892,535","2,029,228","24,576,881","96,725,129","1,015,159",26,2,0,22
577,,83694094,133987,0.16%,7978822,293530,52881712,0,,0,0,0,0,0,0,,"530,079,665",73,109,"7,109,470","4,863,116",0,0,18,65,,,,"83,694,094","133,987","7,978,822","52,881,712","293,530",18,0,0,23
578,~LPX,5163224342,275720297,5.34%,2020024303,24871605,4933936579,119,25960853,0,0,0,0,0,0,"3,783,978,368","6,968,769,133",470,544,"14,774,472","12,810,237",0,0,33,441,"~LPX,~EPX","4,793,706,994","~LPX,~EPX","5,163,224,342","275,720,297","2,020,024,303","4,933,936,579","24,871,605",152,151,1,0
579,&COM,5324090023,1105139438,20.76%,8776150935,40237782,8062989838,139,32998219,7,4,1,0,0,0,"4,852,313,525","6,907,761,996",517,590,"13,314,549","11,708,071",0,0,28,489,&COM,"4,852,313,525",&COM,"5,324,090,023","1,105,139,438","8,776,150,935","8,062,989,838","40,237,782",59,130,12,2
580,~RT,1479626933,45953754,3.11%,574681528,7762517,1024396715,29,25039686,1,0,0,0,0,0,"1,867,894,708","2,253,233,249",182,205,"12,337,955","10,991,382",0,0,20,172,~RT,"1,867,894,708",~RT,"1,479,626,933","45,953,754","574,681,528","1,024,396,715","7,762,517",68,34,0,8
581,,58358000,18,0.00%,3855655,70121,29106379,2,20467694,0,0,0,0,0,0,,"363,102,014",59,78,"5,935,313","4,655,154",14,1,23,59,,,,"58,358,000",18,"3,855,655","29,106,379","70,121",9,1,0,
582,,52826589,283563,0.54%,13347926,441866,23372562,1,18196419,0,0,0,0,0,0,,"424,061,787",56,80,"7,359,035","5,300,772",20,1,17,54,,,,"52,826,589","283,563","13,347,926","23,372,562","441,866",15,0,0,
583,,564248265,20660311,3.66%,213878981,4313873,416299545,9,20486454,0,0,0,0,0,0,,"1,685,012,355",175,208,"9,546,790","8,101,021",102,9,34,152,,,,"564,248,265","20,660,311","213,878,981","416,299,545","4,313,873",64,6,0,102
584,,93118940,59286,0.06%,64522694,233401,68796814,2,30311754,0,0,0,0,0,0,,"331,198,356",45,79,"7,116,651","4,192,384",19,2,18,44,,,,"93,118,940","59,286","64,522,694","68,796,814","233,401",6,2,0,
585,,387286275,11822226,3.05%,338452408,1281713,421679052,7,23961451,0,0,0,0,0,0,,"1,001,567,650",107,131,"9,264,669","7,645,555",56,4,22,90,,,,"387,286,275","11,822,226","338,452,408","421,679,052","1,281,713",34,8,0,25
586,,73337533,217,0.00%,5499302,26871,39446712,1,24785532,0,0,0,0,0,0,,"310,361,078",52,77,"5,798,219","4,030,663",15,0,23,57,,,,"73,337,533",217,"5,499,302","39,446,712","26,871",6,1,0,
587,,38321001,103306,0.27%,15903419,155440,26800947,0,,0,0,0,0,0,0,,"327,501,750",55,78,"5,843,786","4,198,740",11,0,22,54,,,,"38,321,001","103,306","15,903,419","26,800,947","155,440",6,0,0,
588,,263554121,2538178,0.96%,37248428,497320,102265477,6,19029192,0,0,0,0,0,0,,"752,261,926",86,113,"8,639,045","6,657,185",25,1,22,65,,,,"263,554,121","2,538,178","37,248,428","102,265,477","497,320",29,4,0,108
589,EoN,1234769056,31089372,2.52%,656363931,4646972,951940052,23,27004802,1,0,0,0,0,0,"1,113,576,682","2,067,595,227",165,192,"12,475,095","10,768,725",74,14,22,148,EoN,"1,113,576,682",EoN,"1,234,769,056","31,089,372","656,363,931","951,940,052","4,646,972",66,24,2,24
590,DBW,2323873214,108015325,4.65%,815792462,7917415,1970390769,35,25014491,0,0,0,0,0,0,"2,822,520,879","3,763,211,549",296,327,"12,669,097","11,508,292",200,32,29,271,DBW,"2,822,520,879",DBW,"2,323,873,214","108,015,325","815,792,462","1,970,390,769","7,917,415",134,48,2,201
591,_EXG,2473867644,78362752,3.17%,970868583,8567233,1898605310,42,24708796,0,0,0,0,0,0,"2,892,072,490","3,688,168,121",282,304,"13,061,921","12,132,132",214,41,21,259,_EXG,"2,892,072,490",_EXG,"2,473,867,644","78,362,752","970,868,583","1,898,605,310","8,567,233",121,51,1,67
592,EXG,4883329824,274902567,5.63%,5102600996,19273307,5466097450,141,33329198,2,4,0,1,1,0,"4,593,487,407","5,673,295,191",425,481,"13,311,523","11,794,792",245,135,38,352,EXG,"4,593,487,407",EXG,"4,883,329,824","274,902,567","5,102,600,996","5,466,097,450","19,273,307",15,125,7,41
593,,204083029,2658211,1.30%,55377334,424080,108737036,6,22142224,0,0,0,0,0,0,,"779,125,085",96,118,"7,971,830","6,602,755",50,6,21,93,,,,"204,083,029","2,658,211","55,377,334","108,737,036","424,080",23,6,0,37
594,,15912410,,0.00%,121367,5364,9034056,0,,0,0,0,0,0,0,,"368,863,327",61,84,"5,910,975","4,391,230",14,0,19,63,,,,"15,912,410",,"121,367","9,034,056","5,364",8,0,0,
595,DN-,3247104007,103052489,3.17%,1221920450,5903246,2197763584,81,25715963,0,1,0,0,0,0,"2,767,461,308","4,312,923,289",304,336,"14,148,488","12,836,081",210,76,20,268,DN-,"2,767,461,308",DN-,"3,247,104,007","103,052,489","1,221,920,450","2,197,763,584","5,903,246",102,83,1,0
596,,44207892,54495,0.12%,15813828,9946,26067606,0,,0,0,0,0,0,0,,"502,978,067",67,89,"7,375,531","5,651,439",28,0,14,74,,,,"44,207,892","54,495","15,813,828","26,067,606","9,946",15,2,0,62
597,,72043884,2297596,3.19%,15156291,356313,32723972,3,18927749,0,0,0,0,0,0,,"568,807,655",87,109,"6,434,666","5,218,419",19,0,27,89,,,,"72,043,884","2,297,596","15,156,291","32,723,972","356,313",11,1,0,67
598,,53298890,576520,1.08%,5072432,82298,21050643,1,18106096,0,0,0,0,0,0,,"513,337,192",78,96,"6,436,564","5,347,262",12,0,24,68,,,,"53,298,890","576,520","5,072,432","21,050,643","82,298",13,0,0,47
599,EoS:,1487440406,24394802,1.64%,483163570,5477976,1015950880,25,23763999,0,0,0,0,0,0,"2,252,291,211","2,678,595,764",222,256,"12,000,157","10,463,265",149,20,23,220,EoS:,"2,252,291,211",EoS:,"1,487,440,406","24,394,802","483,163,570","1,015,950,880","5,477,976",105,24,2,20
600,BS~E,5201295655,208377635,4.01%,3652050900,15952441,4557709390,134,29626200,2,2,1,0,0,0,"4,501,197,520","6,436,285,292",440,502,"14,580,215","12,821,285",314,126,31,418,BS~E,"4,501,197,520",BS~E,"5,201,295,655","208,377,635","3,652,050,900","4,557,709,390","15,952,441",71,145,6,65
601,,118006640,1211141,1.03%,23724601,372447,74607621,1,33331232,0,0,0,0,0,0,,"863,473,650",110,131,"7,791,090","6,591,402",41,1,22,106,,,,"118,006,640","1,211,141","23,724,601","74,607,621","372,447",33,2,0,19
