KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,Lords,Lords AP,Total Power,CH16+,CH16+ AP,Top 600 Power,CH16+ KL,CH25 KL,Alliances,Ally Lords,Unique Alliances Power Order,1B+ KD Power,1B+ Alliance Tags,#1 Ally Power,Top 600 Merits,Top 600 Kills,Top 600 Healts,Top 600 Deads,10-20M,20-40M,40-60M,60-80M,80-100M,100-125M,125-150M,150-200M,200M+
517,FNIS,"1,759,056,521","124,849,802",7.10%,"542,038,884","6,518,694","734,702,330",3,"22,058,211",791,"2,980,478","2,357,558,404",573,"3,875,218","2,273,495,212",0,0,87,583,FNIS,"1,137,521,902",FNIS,"1,137,521,902","127,522,827","554,262,013","817,620,497","8,101,920",17,2,0,0,0,0,0,0,0
11,Ex-,"17,980,838,160","1,269,373,688",7.06%,"33,214,907,020","153,385,448","37,623,788,309",299,"59,922,571",521,"37,127,942","19,343,657,537",477,"40,531,585","19,343,657,537",396,286,7,425,"Ex-,XNXX,EvM","17,203,723,667","Ex-,XNXX,EvM","8,370,072,897","1,273,618,131","33,458,499,889","38,587,256,951","163,643,042",46,47,141,77,35,6,1,2,0
3,-RK-,"15,749,982,329","1,089,417,199",6.92%,"27,263,935,114","142,768,582","29,471,552,099",216,"68,678,245",432,"37,126,182","16,038,510,451",398,"40,264,554","16,038,510,451",0,0,9,362,-RK-,"13,630,702,992",-RK-,"13,630,702,992","1,089,550,331","27,281,251,973","29,527,770,037","145,352,624",44,18,50,87,44,10,5,0,0
193,-IR-,"17,177,297,515","1,178,662,936",6.86%,"27,980,256,468","109,514,715","35,302,412,596",346,"53,326,201",567,"35,761,227","20,276,615,690",536,"37,798,350","20,276,615,690",426,309,13,470,"-IR-,-IA-,-MA-","17,555,138,841","-IR-,-IA-,-MA-","8,757,144,369","1,196,461,497","28,772,920,858","37,747,278,639","125,527,199",72,73,194,62,22,5,0,1,0
396,LGN~,"5,440,135,045","369,833,917",6.80%,"3,117,043,735","19,652,060","4,067,465,388",126,"28,985,650",349,"15,759,659","5,500,121,105",332,"16,542,277","5,500,121,105",237,110,23,258,LGN~,"3,669,826,190",LGN~,"3,669,826,190","369,904,830","3,119,147,545","4,077,312,165","20,136,075",84,110,8,3,0,0,1,0,0
381,WInd,"4,056,031,985","275,568,516",6.79%,"2,155,861,328","23,727,615","3,658,352,908",71,"29,871,687",310,"13,088,155","4,057,327,970",279,"14,485,016","4,057,327,970",0,0,32,251,WInd,"3,257,828,474",WInd,"3,257,828,474","275,568,516","2,155,870,714","3,658,402,091","23,728,624",78,80,3,0,1,0,0,0,0
62,-FG-,"18,092,896,014","1,220,782,592",6.75%,"25,744,868,115","135,779,822","36,942,887,881",396,"53,602,573",730,"32,563,180","23,771,121,121",701,"33,898,227","23,532,549,164",0,0,14,596,"-FG-,-FO-,Move","19,714,022,656","-FG-,-FO-,Move","12,566,931,221","1,304,043,681","28,091,007,907","43,516,937,687","191,879,923",83,105,193,82,30,6,0,0,0
458,ENLI,"3,776,147,621","253,660,973",6.72%,"1,566,274,413","12,691,739","1,858,706,389",51,"28,921,167",502,"7,742,469","3,886,719,530",345,"11,105,765","3,886,719,530",267,46,27,396,ENLI,"2,873,069,414",ENLI,"2,873,069,414","253,717,583","1,567,053,397","1,867,530,623","12,978,151",111,34,7,2,1,0,0,0,0
335,V~V!,"10,469,652,434","703,140,741",6.72%,"13,602,145,143","71,469,277","15,378,860,321",272,"36,207,074",682,"18,156,834","12,382,961,070",639,"19,352,669","12,342,636,112",417,224,34,535,"V~V!,~fd~","8,986,909,548","V~V!,~fd~","7,506,743,208","714,154,263","13,862,419,401","16,597,371,292","88,108,134",113,193,58,14,3,0,0,1,0
183,GLR,"13,728,248,154","917,790,472",6.69%,"25,114,424,019","118,653,232","25,709,482,614",192,"64,118,238",529,"27,110,867","14,341,648,462",478,"29,990,047","14,341,648,462",322,162,11,454,GLR,"10,757,115,648",GLR,"10,757,115,648","917,983,127","25,134,658,618","25,838,860,601","121,559,088",55,47,62,48,29,11,4,2,0
323,HS-D,"10,301,391,712","686,031,264",6.66%,"11,038,160,408","67,944,116","13,047,245,227",267,"35,962,835",551,"21,624,593","11,915,150,972",533,"22,339,337","11,915,150,972",301,197,18,429,"HS-D,HS-P,HS~A","8,790,456,610","HS-D,HS-P,HS~A","5,981,188,048","691,569,409","11,360,127,862","13,976,542,180","77,623,793",85,209,56,12,2,2,0,0,0
228,SEAL,"13,716,280,326","906,073,932",6.61%,"20,655,972,880","101,097,660","24,805,026,465",290,"45,909,243",793,"21,801,141","17,288,305,019",737,"23,436,187","16,955,086,166",575,270,11,654,"SEAL,SL88,SLDP,SLPK","14,332,605,251","SEAL,SL88,SLDP,SLPK","10,235,742,949","922,706,025","21,477,058,437","27,880,708,692","124,726,195",146,119,151,30,7,2,1,0,0
80,UDF,"9,985,943,029","656,499,899",6.57%,"11,651,916,007","112,542,406","13,934,817,876",160,"56,741,485",336,"29,757,292","9,998,450,029",299,"33,378,854","9,998,450,029",0,0,8,227,UDF,"8,213,687,306",UDF,"8,213,687,306","656,509,429","11,652,143,840","13,935,850,911","112,645,969",28,39,62,33,23,5,1,0,0
462,CK62,"3,845,251,049","252,072,088",6.56%,"1,462,351,395","10,527,668","2,002,579,583",41,"25,261,655",462,"9,133,532","4,219,691,597",423,"9,915,744","4,219,691,597",290,40,34,345,CK62,"2,955,431,252",CK62,"2,955,431,252","253,693,895","1,479,827,120","2,085,754,497","12,166,831",157,22,1,2,0,0,0,0,0
247,3_3,"15,507,289,359","1,014,147,675",6.54%,"24,112,847,012","130,129,889","25,004,006,336",301,"51,225,102",555,"31,793,896","17,645,612,042",533,"33,082,751","17,645,612,042",412,272,12,482,"3_3,V_V,D_D","16,474,339,269","3_3,V_V,D_D","11,841,128,028","1,020,544,590","24,483,518,282","26,334,564,375","143,761,370",73,116,125,50,27,4,0,0,0
15,xsoe,"13,861,613,124","904,531,240",6.53%,"32,225,843,810","74,600,978","25,432,405,854",163,"79,179,841",291,"47,634,409","13,861,613,124",273,"50,748,036","13,861,613,124",179,126,9,228,"xsoe,XSOE","10,035,740,474","xsoe,XSOE","7,160,724,096","904,531,240","32,225,843,810","25,432,405,854","74,600,978",32,40,18,29,53,29,1,3,2
240,CENT,"15,631,796,104","1,018,889,112",6.52%,"17,113,774,440","135,584,588","22,886,060,816",291,"52,737,693",590,"29,822,478","17,595,261,807",553,"31,785,348","17,595,261,807",0,0,11,489,"CENT,TFAM,RB!","15,073,518,922","CENT,TFAM,RB!","12,038,359,018","1,028,034,819","17,323,424,844","24,015,146,093","149,043,293",68,110,118,42,29,10,1,0,0
469,-AF,"3,457,462,116","223,067,927",6.45%,"1,233,235,723","15,832,051","1,881,227,470",32,"23,618,352",477,"8,038,768","3,834,492,156",436,"8,722,654","3,834,492,156",292,30,32,338,-AF,"2,406,938,525",-AF,"2,406,938,525","225,115,078","1,249,422,464","1,974,002,105","17,385,924",148,17,1,1,0,0,0,0,0
289,S/T,"7,903,918,507","509,022,069",6.44%,"7,840,135,406","91,991,546","11,911,578,244",165,"38,316,393",390,"20,580,471","8,026,383,677",353,"22,699,351","8,026,383,677",248,151,18,313,"S/T,S/TF","6,889,388,661","S/T,S/TF","5,876,568,929","509,280,728","7,844,485,454","11,948,218,787","93,835,859",52,123,51,7,1,0,0,0,0
345,~IW~,"9,501,851,576","610,776,769",6.43%,"11,916,003,139","49,629,842","13,400,387,197",240,"35,090,862",687,"16,320,614","11,212,262,130",639,"17,513,532","11,153,468,448",521,225,18,603,"~IW~,-UW-,_AW_","9,530,976,133","~IW~,-UW-,_AW_","7,259,364,492","614,658,347","12,081,628,891","14,111,006,794","57,675,022",94,196,38,10,2,1,0,0,0
470,WND!,"3,689,145,168","236,532,377",6.41%,"1,376,539,960","13,790,492","1,743,102,807",30,"23,413,014",510,"8,158,333","4,160,749,601",461,"8,972,072","4,160,749,601",326,27,43,384,WND!,"2,652,069,235",WND!,"2,652,069,235","238,628,262","1,399,772,712","1,845,576,705","15,534,661",165,17,0,1,0,0,0,0,0
23,RKT~,"19,595,685,245","1,252,443,402",6.39%,"27,994,690,825","120,609,994","33,755,351,977",287,"67,143,670",465,"44,352,850","20,624,075,437",449,"45,924,079","20,624,075,437",0,0,14,371,"RKT~,RKTF,RkT","16,901,735,913","RKT~,RKTF,RkT","14,585,694,428","1,255,350,899","28,160,189,715","34,240,497,720","128,225,335",47,50,94,62,57,28,6,0,0
110,RoG,"24,428,859,565","1,521,423,404",6.23%,"46,587,886,634","106,547,242","41,871,673,251",313,"79,014,757",545,"47,977,349","26,147,655,358",518,"50,451,661","26,147,655,358",420,287,10,466,"RoG,RoA,RoV,RoK","24,044,461,132","RoG,RoA,RoV,RoK","12,318,541,423","1,522,835,461","46,923,885,925","42,883,820,944","116,279,703",51,25,49,98,83,43,15,1,1
22,VP22,"14,798,241,101","919,361,265",6.21%,"21,980,368,068","108,254,327","28,559,048,410",236,"58,446,467",479,"32,256,154","15,450,697,662",455,"33,936,954","15,450,697,662",0,0,8,418,"VP22,VP-2","13,473,592,036","VP22,VP-2","12,362,974,668","919,753,828","22,030,223,095","28,733,951,522","111,978,617",45,47,96,69,33,2,0,0,0
205,TRIM,"15,909,960,953","986,328,288",6.20%,"25,396,136,389","113,561,995","26,881,971,354",229,"63,985,549",528,"31,995,415","16,893,579,124",498,"33,893,347","16,893,579,124",361,187,15,456,"TRIM,TR#M","12,898,038,938","TRIM,TR#M","11,762,032,794","988,191,894","25,548,344,883","27,388,777,310","119,795,731",84,48,60,66,46,11,3,1,0
9,INW4,"5,652,857,153","348,414,321",6.16%,"4,892,935,609","51,692,987","7,983,518,006",93,"47,322,794",292,"19,359,100","5,652,857,153",259,"21,757,707","5,652,857,153",0,0,6,248,INW4,"4,429,510,009",INW4,"4,429,510,009","348,414,321","4,892,935,609","7,983,518,006","51,692,987",34,40,51,10,2,0,0,0,0
256,~RP,"10,277,703,697","630,305,079",6.13%,"7,673,414,481","98,569,217","14,995,999,978",227,"38,260,882",500,"22,614,364","11,307,181,935",470,"24,022,642","11,307,181,935",343,196,13,414,"~RP,WwV","9,000,202,978","~RP,WwV","6,862,119,363","633,311,847","7,768,085,937","15,444,784,188","104,404,375",71,178,73,10,0,0,0,0,0
282,K282,"13,771,511,216","844,419,421",6.13%,"15,442,122,426","109,103,532","20,603,966,759",386,"41,179,865",818,"23,410,430","19,149,731,477",763,"25,063,893","18,755,098,676",0,0,14,614,"K282,D282,F282","14,433,412,618","K282,D282,F282","9,632,282,443","887,764,058","17,178,051,618","25,048,481,452","144,280,882",116,239,141,10,7,3,3,1,1
430,PR-E,"4,365,523,001","267,462,463",6.13%,"1,644,433,791","9,974,020","2,371,873,722",59,"24,503,359",431,"10,621,402","4,577,824,061",396,"11,518,425","4,577,824,061",0,0,35,355,PR-E,"3,489,674,812",PR-E,"3,489,674,812","268,041,923","1,653,267,049","2,410,175,447","11,400,559",136,66,1,1,0,0,0,0,0
88,DawN,"18,213,010,760","1,106,930,226",6.08%,"21,298,847,298","128,246,987","29,734,184,192",337,"57,084,936",561,"37,298,636","20,924,534,888",534,"39,162,964","20,924,534,888",0,0,6,469,"DawN,MOoN,MT-K","19,077,501,910","DawN,MOoN,MT-K","13,460,528,076","1,113,245,252","21,768,181,043","31,403,544,535","144,817,418",49,77,159,71,26,14,4,0,0
90,L2NV,"11,015,450,284","646,099,864",5.87%,"14,389,192,290","98,833,981","17,603,656,263",156,"64,043,678",443,"24,929,622","11,043,822,348",306,"35,999,148","11,043,822,348",0,0,8,263,L2NV,"6,812,285,332",L2NV,"6,812,285,332","646,101,976","14,389,517,757","17,605,801,796","99,014,581",28,35,38,42,31,12,0,0,0
255,WNG!,"17,340,851,621","1,015,834,632",5.86%,"29,754,512,872","127,329,673","31,442,805,105",303,"57,258,683",679,"29,906,498","20,306,512,422",650,"31,213,054","20,195,241,508",535,281,18,579,"WNG!,WNG#,RSS!","17,951,199,954","WNG!,WNG#,RSS!","13,157,394,824","1,021,795,209","30,358,919,281","33,569,168,109","145,127,361",118,61,139,74,32,5,0,3,0
96,-EDS,"24,528,735,741","1,435,310,698",5.85%,"73,155,889,551","179,478,583","46,523,540,394",232,"101,444,781","1,004","26,282,866","26,387,997,879",904,"29,156,448","25,972,691,669",709,210,18,891,"-EDS,Edss,EDS","21,398,969,688","-EDS,Edss,EDS","16,794,763,984","1,435,570,251","73,227,658,081","46,945,324,668","185,503,772",84,10,7,18,68,79,31,10,4
523,-ZU-,"1,595,469,062","92,614,884",5.80%,"457,113,191","5,845,474","591,272,887",5,"19,183,702",963,"2,424,158","2,334,464,630",637,"3,366,792","2,138,535,472",0,0,103,677,-ZU-,"1,008,316,049",-ZU-,"1,008,316,049","96,475,686","478,546,733","706,289,785","7,972,460",10,2,0,0,0,0,0,0,0
56,WTF_,"17,072,671,030","990,791,422",5.80%,"22,197,791,133","142,772,922","26,993,610,998",273,"60,241,230",420,"42,314,483","17,772,082,693",400,"44,406,267","17,772,082,693",0,0,10,318,"WTF_,xISx,DS6","13,977,794,126","WTF_,xISx,DS6","10,355,277,284","991,865,802","22,283,884,376","27,300,169,091","151,166,662",44,74,97,64,37,13,2,1,0
171,ASC~,"11,959,487,164","691,901,972",5.79%,"16,840,629,039","88,359,359","22,355,683,389",203,"52,840,216",427,"28,897,257","12,339,128,623",409,"30,144,541","12,339,128,623",315,179,9,336,ASC~,"9,231,941,888",ASC~,"9,231,941,888","692,088,472","16,863,878,716","22,471,745,864","90,999,200",50,54,102,37,15,2,0,0,0
31,POTC,"17,974,504,087","1,031,203,210",5.74%,"21,702,466,963","143,414,785","30,649,175,731",357,"54,523,171",703,"31,249,107","21,968,122,365",652,"33,656,915","21,878,030,595",0,0,15,474,"POTC,PoSK","17,399,988,645","POTC,PoSK","13,122,358,874","1,052,117,431","22,556,741,151","33,331,178,138","180,980,144",80,101,155,70,38,8,0,0,0
439,blz,"2,818,484,672","161,149,048",5.72%,"965,537,927","4,285,850","1,445,119,864",28,"25,416,874",305,"9,241,822","2,818,755,770",274,"10,215,993","2,818,755,770",0,0,29,240,blz,"2,139,350,492",blz,"2,139,350,492","161,149,048","965,537,927","1,445,124,528","4,285,850",88,30,1,1,0,0,0,0,0
391,R-91,"5,249,895,097","298,529,466",5.69%,"3,558,009,062","27,275,058","4,896,514,243",114,"26,547,729",422,"13,072,089","5,516,421,730",396,"13,911,342","5,516,421,730",234,93,34,331,R-91,"3,137,137,376",R-91,"3,137,137,376","298,801,638","3,570,917,196","4,966,292,873","28,634,577",100,115,2,2,1,0,0,0,0
64,BoM~,"10,657,299,231","602,256,397",5.65%,"9,663,526,270","83,580,099","16,013,952,937",184,"51,837,312",346,"30,900,372","10,691,528,543",317,"33,686,609","10,691,528,543",0,0,5,270,"BoM~,NoM","9,370,415,077","BoM~,NoM","8,101,451,373","602,262,339","9,664,215,388","16,017,816,101","83,781,683",42,55,83,37,13,1,1,0,0
437,SCLA,"3,729,972,246","210,012,481",5.63%,"1,216,101,527","8,779,034","1,891,115,278",49,"24,571,138",366,"10,362,331","3,792,613,256",336,"11,239,267","3,792,613,256",0,0,33,300,SCLA,"3,080,441,175",SCLA,"3,080,441,175","210,035,889","1,216,923,555","1,897,825,915","9,077,914",114,49,0,1,0,0,0,0,0
250,BP:T,"13,773,031,380","767,230,715",5.57%,"12,165,049,513","108,459,062","20,777,235,293",262,"48,933,685",498,"30,297,518","15,088,164,189",471,"32,006,643","15,088,164,189",348,233,10,397,"BP:T,BP:M","12,663,480,569","BP:T,BP:M","10,213,033,644","770,262,221","12,350,325,168","21,472,397,650","119,333,906",51,130,110,39,16,2,0,1,0
52,Grey,"11,305,217,319","628,625,705",5.56%,"10,622,509,312","69,248,026","16,125,170,768",202,"50,682,530",364,"31,269,443","11,382,077,157",336,"33,835,566","11,382,077,157",0,0,11,263,"Grey,EGNA,GryA","9,968,471,818","Grey,EGNA,GryA","7,376,462,533","628,637,474","10,624,839,768","16,136,741,758","69,958,498",33,66,99,29,15,2,1,0,0
28,R~R,"12,950,192,498","719,207,962",5.55%,"15,866,009,397","106,308,303","20,319,195,414",206,"57,438,179",375,"34,826,037","13,059,763,899",348,"37,495,569","13,059,763,899",0,0,8,301,"R~R,28RA","11,120,770,785","R~R,28RA","8,415,143,610","719,210,205","15,868,414,150","20,333,196,866","106,889,848",34,52,89,46,29,3,1,0,0
36,FSK,"18,608,885,642","1,029,225,629",5.53%,"33,052,471,259","90,020,680","30,636,249,800",303,"61,258,279",573,"36,914,087","21,151,771,824",527,"40,089,876","21,151,771,824",0,0,11,455,"FSK,FSK2,Fsk3,FSK4","19,254,479,948","FSK,FSK2,Fsk3,FSK4","13,158,501,864","1,046,054,860","33,580,811,780","32,905,519,935","102,746,878",70,87,133,71,29,11,2,2,3
287,SJT,"15,524,846,167","852,642,584",5.49%,"14,296,806,109","122,348,351","23,091,459,508",356,"47,467,683",646,"29,558,162","19,094,572,456",619,"30,825,089","19,062,977,632",0,0,19,549,"SJT,SJ:P,SJ:G","16,312,193,181","SJT,SJ:P,SJ:G","7,936,904,517","880,330,058","15,533,908,403","26,046,627,378","148,549,533",72,142,159,39,20,7,1,0,0
86,EXG,"18,413,513,500","1,010,427,279",5.49%,"29,206,436,088","127,403,151","35,575,859,224",261,"68,305,127",511,"37,714,530","19,272,124,682",494,"38,987,429","19,272,124,682",351,220,12,398,"EXG,EXL","14,602,786,148","EXG,EXL","13,585,267,234","1,010,745,289","29,251,977,768","35,814,963,394","132,099,383",45,20,72,95,63,10,0,0,1
54,:54:,"10,226,000,703","559,166,133",5.47%,"12,414,681,470","93,133,110","15,759,837,966",159,"57,327,932",321,"31,885,917","10,235,379,271",301,"33,970,658","10,235,379,271",0,0,7,235,:54:,"7,698,541,010",:54:,"7,698,541,010","559,166,133","12,415,023,251","15,760,790,839","93,246,421",29,50,52,33,25,6,1,0,0
119,L~AW,"16,079,904,096","869,355,130",5.41%,"15,448,694,734","74,370,406","27,288,335,458",295,"53,903,753",530,"33,131,838","17,559,873,988",490,"35,801,102","17,559,873,988",0,0,9,432,"L~AW,L~IS","14,752,011,378","L~AW,L~IS","9,189,404,938","882,329,345","15,758,774,587","28,250,278,681","90,039,975",60,52,177,55,20,1,0,0,0
73,SVR9,"8,240,726,923","445,232,571",5.40%,"8,811,660,072","68,059,145","12,864,977,921",126,"56,459,728",404,"20,415,501","8,247,862,343",267,"30,785,829","8,247,862,343",0,0,9,236,SVR9,"6,240,839,749",SVR9,"6,240,839,749","445,232,571","8,811,766,999","12,865,234,478","68,111,607",32,39,49,28,14,4,0,0,0
17,ED',"17,312,292,099","935,286,997",5.40%,"25,760,763,935","116,761,469","31,158,933,976",265,"62,434,574",431,"41,634,295","17,944,381,309",417,"43,027,562","17,944,381,309",331,236,8,369,"ED',""ED""","14,958,678,219","ED',""ED""","10,439,700,244","936,066,367","25,795,548,810","31,382,496,144","119,676,327",34,57,86,88,38,10,2,1,0
70,BxS,"15,519,396,619","834,186,267",5.38%,"24,402,478,155","131,963,510","24,382,340,022",192,"76,122,344",373,"41,787,281","15,586,655,806",346,"45,019,375","15,586,655,806",0,0,12,287,"BxS,BxI","11,916,064,294","BxS,BxI","10,771,789,652","834,191,698","24,403,866,677","24,401,121,294","132,696,078",37,35,29,32,53,34,7,3,0
302,SHPz,"7,449,763,011","400,124,189",5.37%,"10,846,596,067","65,367,443","12,999,592,610",129,"49,292,636",292,"25,512,887","7,449,763,011",265,"28,066,191","7,449,763,011",157,109,21,211,SHPz,"5,363,138,152",SHPz,"5,363,138,152","400,124,189","10,846,596,067","12,999,592,610","65,367,443",41,47,41,24,10,3,1,0,0
349,HTF,"9,315,585,380","499,037,657",5.36%,"8,290,947,565","41,038,158","11,207,420,981",252,"32,927,198",539,"20,393,514","10,992,103,957",528,"20,808,702","10,992,103,957",384,215,28,444,"HTF,HKF~","7,889,599,554","HTF,HKF~","6,027,538,281","505,478,791","8,545,562,121","12,134,182,788","48,987,579",89,246,19,7,3,1,0,0,0
170,G00D,"6,867,520,546","366,481,118",5.34%,"9,067,408,166","61,503,758","10,831,472,889",122,"46,941,702",354,"19,441,124","6,882,157,900",251,"27,279,214","6,882,157,900",175,97,7,278,G00D,"5,032,358,255",G00D,"5,032,358,255","366,482,368","9,067,421,931","10,832,992,224","61,514,635",34,54,59,11,8,0,1,0,0
321,Oph!,"7,695,885,027","404,751,315",5.26%,"6,100,714,404","53,689,450","9,046,679,534",168,"32,866,974",521,"16,598,946","8,648,050,793",494,"17,478,257","8,648,050,793",331,147,19,418,"Oph!,S1N","6,596,428,134","Oph!,S1N","4,433,220,944","407,470,856","6,219,242,554","9,481,742,925","59,377,743",121,164,16,6,0,1,0,0,0
450,~TK~,"3,612,168,068","186,666,992",5.17%,"1,462,350,480","11,918,990","1,968,150,080",26,"26,188,173",436,"8,896,414","3,878,836,698",409,"9,443,773","3,878,836,698",314,23,33,295,~TK~,"2,190,838,976",~TK~,"2,190,838,976","188,203,470","1,486,429,295","2,033,607,846","13,928,430",129,28,2,1,0,0,0,0,0
389,SP-A,"7,290,631,093","372,977,325",5.12%,"4,548,781,418","20,232,067","6,094,323,107",172,"29,299,743",599,"14,817,675","8,875,787,562",571,"15,519,926","8,875,787,562",414,160,22,506,"SP-A,0830","6,825,541,601","SP-A,0830","5,351,988,533","378,819,598","4,645,370,197","6,704,463,846","24,552,683",153,177,12,1,1,1,0,0,0
45,~~BB,"18,143,054,097","922,576,330",5.09%,"17,863,370,426","126,548,511","30,183,122,512",382,"54,746,470",617,"36,815,630","22,715,243,721",581,"39,074,191","22,714,166,306",0,0,12,505,"~~BB,BB~~,BBFF","19,501,606,424","~~BB,BB~~,BBFF","11,675,992,088","967,952,358","19,437,896,539","34,853,766,133","164,991,988",60,73,206,84,32,1,1,0,0
522,,"1,445,241,396","73,445,329",5.08%,"361,286,907","5,058,746","521,313,905",4,"18,934,963",821,"2,528,517","2,075,912,200",608,"3,177,233","1,946,677,624",0,0,91,665,,,,,"76,845,902","378,172,407","619,203,388","7,240,888",7,1,0,0,0,0,0,0,0
251,G_D,"12,598,276,870","638,122,000",5.07%,"18,532,922,176","112,358,509","17,605,808,551",181,"61,089,538",423,"30,578,493","12,934,702,496",409,"31,606,047","12,934,702,496",274,151,11,306,"G_D,g_d","10,423,811,838","G_D,g_d","9,041,798,974","638,765,843","18,563,386,015","17,753,203,334","115,212,376",58,54,66,30,31,8,2,2,1
182,~HP,"13,865,209,762","691,713,246",4.99%,"21,129,264,600","79,315,913","23,999,416,806",217,"58,812,663",385,"36,429,810","14,025,476,765",363,"38,606,986","14,025,476,765",270,179,12,337,"~HP,HP~","11,666,259,359","~HP,HP~","10,575,712,328","691,753,941","21,134,161,781","24,029,138,103","80,207,739",39,59,82,51,26,11,0,0,1
140,-NN-,"19,404,265,395","958,265,805",4.94%,"47,086,269,551","142,324,529","46,357,311,270",320,"62,867,471",623,"35,183,033","21,919,029,439",605,"36,218,900","21,910,042,107",516,303,12,557,"-NN-,F2P!","18,498,377,399","-NN-,F2P!","11,196,044,363","977,366,066","48,247,938,439","49,560,034,327","159,090,346",61,12,150,112,35,10,2,0,0
113,CMAR,"16,534,618,284","808,012,169",4.89%,"28,356,832,672","122,177,150","28,682,182,681",239,"65,932,814",418,"40,341,899","16,862,913,819",395,"42,651,442","16,862,913,819",310,217,10,303,"CMAR,CMA1","15,259,110,080","CMAR,CMA1","13,475,296,965","808,081,186","28,392,286,304","28,762,607,082","125,115,970",32,36,83,67,32,21,5,1,0
44,DAU,"12,600,194,639","613,537,073",4.87%,"8,491,909,807","84,761,401","16,614,377,364",257,"45,273,545",458,"29,661,793","13,585,101,195",438,"30,990,688","13,585,101,195",0,0,6,358,"DAU,PAU-","11,452,398,370","DAU,PAU-","8,339,067,458","614,665,485","8,586,731,224","17,002,904,177","92,740,126",58,117,137,16,7,2,0,0,0
297,SG97,"10,474,512,739","508,499,250",4.85%,"9,216,796,814","74,820,373","16,434,187,527",248,"37,615,419",512,"22,927,775","11,739,020,744",495,"23,694,765","11,739,020,744",353,217,22,437,"SG97,SR97","9,743,307,699","SG97,SR97","7,678,258,420","512,672,376","9,390,154,989","17,058,577,335","81,313,581",72,186,75,11,2,0,0,0,0
308,_RS_,"9,559,660,123","463,618,505",4.85%,"11,797,054,181","52,026,584","14,147,282,389",201,"39,834,561",479,"21,119,715","10,116,343,535",434,"23,261,012","10,116,343,535",325,181,15,374,_RS_,"7,144,333,678",_RS_,"7,144,333,678","465,133,866","11,868,277,296","14,382,937,730","55,836,509",70,136,65,7,7,1,0,0,0
55,Slr!,"12,626,153,897","600,993,717",4.76%,"11,514,283,708","96,845,301","18,255,815,735",213,"52,984,781",562,"23,115,870","12,991,118,894",414,"31,303,628","12,991,118,894",4,1,9,368,Slr!,"9,605,277,423",Slr!,"9,605,277,423","601,229,633","11,534,688,901","18,346,382,749","99,570,941",49,71,96,36,21,4,0,0,0
442,-DEL,"2,129,314,365","100,530,395",4.72%,"865,484,861","10,239,182","1,064,893,155",23,"25,019,843",284,"7,497,586","2,129,314,365",249,"8,486,492","2,129,314,365",0,0,41,191,-DEL,"1,147,007,809",-DEL,"1,147,007,809","100,530,395","865,484,861","1,064,893,155","10,239,182",61,16,1,0,1,0,0,0,0
510,Ican,"2,550,274,457","119,832,298",4.70%,"595,222,215","4,577,935","777,314,324",11,"26,883,633","1,020","3,423,084","3,491,545,946",673,"4,927,541","3,253,541,818",0,0,75,785,Ican,"1,463,580,660",Ican,"1,463,580,660","126,733,629","627,982,662","946,412,140","6,547,121",55,5,1,1,0,0,0,0,0
513,L:E,"2,292,817,907","107,703,548",4.70%,"495,002,978","3,117,694","434,816,664",9,"19,922,995",777,"3,747,693","2,911,957,382",576,"4,836,778","2,831,377,378",0,0,81,542,L:E,"1,756,410,748",L:E,"1,756,410,748","111,637,634","516,852,301","530,056,264","6,502,286",52,4,0,0,0,0,0,0,0
115,BeK,"9,912,822,341","460,593,814",4.65%,"16,375,111,993","81,510,420","17,973,474,841",163,"54,426,604",322,"30,813,638","9,921,991,358",301,"32,931,630","9,921,991,358",233,149,7,258,BeK,"8,452,660,579",BeK,"8,452,660,579","460,593,814","16,375,187,236","17,974,269,753","81,603,277",33,28,88,42,4,3,1,0,0
118,GPX-,"15,352,022,770","703,665,915",4.58%,"20,083,078,915","115,551,296","29,294,774,591",314,"49,555,716",525,"33,138,256","17,397,584,234",511,"34,033,846","17,397,584,234",387,275,13,403,"GPX-,GPXX","12,954,530,529","GPX-,GPXX","10,994,643,218","712,119,732","20,525,643,619","30,651,957,678","131,282,808",58,98,151,65,13,0,1,0,0
89,GO!,"9,993,833,501","458,048,527",4.58%,"5,314,292,263","90,950,199","12,057,589,181",217,"40,825,224",376,"26,989,594","10,148,087,334",359,"28,254,890","10,148,087,334",0,0,8,273,GO!,"7,650,509,916",GO!,"7,650,509,916","458,319,643","5,326,135,998","12,105,778,198","92,585,351",39,118,95,12,2,0,0,0,0
390,FT90,"4,713,916,333","215,052,954",4.56%,"1,915,926,694","11,374,463","3,236,172,660",87,"30,727,060",342,"13,856,519","4,738,929,630",317,"14,912,859","4,738,929,630",190,75,34,285,FT90,"3,425,154,096",FT90,"3,425,154,096","215,055,219","1,916,086,166","3,238,288,997","11,480,087",82,89,6,3,0,0,1,0,0
281,LoC-,"9,442,298,927","429,325,001",4.55%,"6,167,914,032","56,414,295","11,275,203,955",188,"40,866,628",642,"15,608,525","10,020,672,934",443,"22,531,069","10,020,372,024",1,0,14,394,"LoC-,LoM-","8,569,422,467","LoC-,LoM-","7,170,760,922","430,138,806","6,222,454,647","11,453,044,735","60,695,277",71,130,61,14,3,0,0,0,0
