KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
589,OeV1,12017812032,2444497790,20.34%,33740727530,206540246,31114301247,142,83206763,"13,781,424,865",80,38,12,4,1,89,48,24,12,4,0,0,108,373,"36,775,424",600,"22,969,041",0,0,36,341,"8,382,699,746","OeV1,OeV","11,997,484,105","OeV1,OeV","12,017,812,032","2,444,497,790","33,740,727,530","31,114,301,247","206,540,246",83,17,19
590,DBW,14027072389,792054337,5.65%,15232500963,160090042,26407684408,335,43853084,"17,751,599,769",27,11,2,2,0,14,3,0,0,0,0,0,55,602,"29,487,707",602,"29,487,707",0,0,19,512,"9,691,439,003","DBW,DSW,DAW","14,887,335,921","DBW,DSW,DAW","16,212,920,576","819,832,618","15,845,112,528","28,462,094,410","179,911,510",106,214,92
591,_EXG,13790347894,1392707494,10.10%,21416822525,129482528,28363233152,249,52292903,"15,532,660,948",38,19,5,0,0,47,14,4,2,1,0,0,63,559,"27,740,622",600,"25,887,768",0,0,16,499,"10,573,983,205","_EXG,~EXG","12,857,791,640","_EXG,~EXG","13,790,347,894","1,392,707,494","21,416,822,525","28,363,233,152","129,482,528",92,111,88
592,EXG,14136732746,1361984032,9.63%,38607687212,135388810,36353733274,174,81644077,"16,944,893,515",92,49,18,5,2,46,12,5,0,0,1,0,121,601,"28,194,498",601,"28,194,498",528,156,15,548,"12,509,785,547","EXG,EXG_","13,968,994,476","EXG,EXG_","14,136,732,746","1,361,984,032","38,607,687,212","36,353,733,274","135,388,810",98,4,38
593,,338022163,5047791,1.49%,181355603,1145314,287818075,8,40082836,"760,645,429",1,1,0,0,0,0,0,0,0,0,0,0,1,103,"6,888,039",566,"1,343,897",0,0,26,181,,,,,"338,022,163","5,047,791","181,355,603","287,818,075","1,145,314",12,6,1
594,,171429783,815387,0.48%,12949172,1598853,95058736,4,24378231,"432,492,407",0,0,0,0,0,0,0,0,0,0,0,0,0,74,"5,071,933",600,"720,821",0,0,42,167,,,,,"171,429,783","815,387","12,949,172","95,058,736","1,598,853",4,6,0
595,,815654134,3214164,0.39%,279781941,3776153,517752123,20,27817582,"1,212,051,151",0,0,0,0,0,0,0,0,0,0,0,0,0,112,"10,394,505",587,"2,064,823",15,5,32,143,,,,,"815,654,134","3,214,164","279,781,941","517,752,123","3,776,153",23,19,1
596,"O_O""",976016402,5594103,0.57%,2283631830,6361758,2324869495,14,49880160,"1,438,081,618",3,1,0,0,0,0,0,0,0,0,0,0,4,112,"12,461,931",577,"2,492,342",51,12,32,202,"1,322,340,981","O_O""","1,322,340,981","O_O""","976,016,402","5,594,103","2,283,631,830","2,324,869,495","6,361,758",21,11,4
597,,612631721,,0.00%,371856260,2872100,621381510,13,32475782,"988,712,948",0,0,0,0,0,0,0,0,0,0,0,0,2,91,"10,253,655",598,"1,653,366",22,6,25,190,,,,,"612,631,721",,"371,856,260","621,381,510","2,872,100",18,13,0
598,,83705482,169676,0.20%,983126,238528,35411141,1,23934620,"432,151,292",0,0,0,0,0,0,0,0,0,0,0,0,0,87,"4,368,879",578,"747,667",0,0,33,139,,,,,"83,705,482","169,676","983,126","35,411,141","238,528",9,2,0
599,EV0S,10238915235,149495819,1.46%,12038223645,79932569,17086124904,220,42052430,"11,329,675,080",19,6,1,0,0,1,0,0,0,0,0,0,35,443,"25,462,657",600,"18,882,792",287,189,25,419,"8,321,209,226","EV0S,EVO2","10,007,683,004","EV0S,EVO2","10,238,915,235","149,495,819","12,038,223,645","17,086,124,904","79,932,569",65,163,44
600,_BK_,16989502251,55599715,0.33%,39773980399,151582261,40242503379,240,68876496,"19,182,229,116",88,58,18,9,2,0,0,0,0,0,1,0,120,594,"32,293,315",594,"32,293,315",385,196,21,480,"15,092,640,864",_BK_,"15,092,640,864",_BK_,"16,989,502,251","55,599,715","39,773,980,399","40,242,503,379","151,582,261",94,87,35
601,,242192142,1173443,0.48%,27549325,708456,96642294,6,22261753,"596,642,956",0,0,0,0,0,0,0,0,0,0,0,0,0,88,"6,203,878",600,"994,405",0,0,27,147,,,,,"242,192,142","1,173,443","27,549,325","96,642,294","708,456",17,5,0
602,LENd,11018990764,224794529,2.04%,20462106984,108047637,22473453542,239,41946898,"13,184,512,755",17,7,1,0,0,0,0,0,0,0,0,0,34,575,"22,929,587",575,"22,929,587",415,203,23,505,"8,839,922,609","LENd,FOLE,LRUS","11,440,728,889","LENd,FOLE,LRUS","11,018,990,764","224,794,529","20,462,106,984","22,473,453,542","108,047,637",130,157,57
603,FoW,3045279198,25404663,0.83%,1604056174,21456862,3285712891,60,40319066,"3,501,865,005",2,2,1,0,0,0,0,0,0,0,0,0,4,172,"20,010,312",600,"5,836,442",79,48,34,209,"2,706,155,906",FoW,"2,706,155,906",FoW,"3,045,279,198","25,404,663","1,604,056,174","3,285,712,891","21,456,862",26,57,16
604,SBB~,10294927528,68969327,0.67%,18065722162,93743808,19610869061,230,42303419,"12,190,958,947",21,9,2,1,0,0,0,0,0,0,0,0,38,584,"20,854,794",599,"20,352,185",379,183,19,503,"8,399,589,989",SBB~,"8,399,589,989",SBB~,"10,294,927,528","68,969,327","18,065,722,162","19,610,869,061","93,743,808",89,145,45
605,,655333792,2269416,0.35%,99503663,4797113,336872082,15,24212652,"1,053,678,542",0,0,0,0,0,0,0,0,0,0,0,0,0,95,"10,481,043",600,"1,756,131",0,0,37,166,,,,,"655,333,792","2,269,416","99,503,663","336,872,082","4,797,113",34,10,1
606,,308026799,1641072,0.53%,181126671,3456081,477347897,4,44690720,"629,288,026",1,1,0,0,0,0,0,0,0,0,0,0,1,56,"10,188,562",597,"1,054,084",15,2,35,188,,,,,"308,026,799","1,641,072","181,126,671","477,347,897","3,456,081",15,2,1
607,CI@,1139617061,3856811,0.34%,932085248,10583179,1466731411,16,43486878,"1,465,468,056",2,1,0,0,0,0,0,0,0,0,0,0,4,90,"15,648,829",600,"2,442,447",38,13,22,99,"1,256,995,923",CI@,"1,256,995,923",CI@,"1,139,617,061","3,856,811","932,085,248","1,466,731,411","10,583,179",22,19,1
608,Mult,1715940633,25598361,1.49%,1189644702,14640112,2435118828,32,42303031,"2,142,896,719",1,0,0,0,0,0,0,0,0,0,0,0,2,107,"19,503,627",600,"3,571,495",55,26,24,192,"1,873,246,268",Mult,"1,873,246,268",Mult,"1,715,940,633","25,598,361","1,189,644,702","2,435,118,828","14,640,112",23,16,19
609,,979025073,3249282,0.33%,1018763712,4824763,797338267,19,35341128,"1,350,828,489",2,1,0,0,0,0,0,0,0,0,0,0,3,89,"14,587,174",600,"2,251,381",15,5,38,191,,,,,"979,025,073","3,249,282","1,018,763,712","797,338,267","4,824,763",26,20,0
610,,628081769,15207380,2.42%,585897880,3569245,725887964,10,42510069,"1,074,154,125",1,1,1,1,0,1,0,0,0,0,0,0,1,78,"12,921,500",600,"1,790,257",0,0,34,205,,,,,"628,081,769","15,207,380","585,897,880","725,887,964","3,569,245",21,12,0
611,SOV,12584033855,212666815,1.69%,26864389730,110069816,26058021174,226,55437866,"15,328,142,508",46,23,2,1,0,0,0,0,0,0,0,0,70,600,"25,546,904",600,"25,546,904",468,203,16,523,"11,578,663,305",SOV,"11,578,663,305",SOV,"12,584,033,855","212,666,815","26,864,389,730","26,058,021,174","110,069,816",115,69,76
612,,196104712,374105,0.19%,26814097,420849,96874299,3,29596361,"467,197,906",0,0,0,0,0,0,0,0,0,0,0,0,0,56,"7,402,962",600,"778,663",0,0,37,129,,,,,"196,104,712","374,105","26,814,097","96,874,299","420,849",11,5,0
613,Put0,1492294509,3870235,0.26%,963558670,17475971,2251349167,24,51830419,"1,737,632,408",1,0,0,0,0,0,0,0,0,0,0,0,7,76,"22,127,012",600,"2,896,054",30,16,32,228,"1,546,367,628",Put0,"1,546,367,628",Put0,"1,492,294,509","3,870,235","963,558,670","2,251,349,167","17,475,971",11,15,10
614,TAR~,4946841532,363330497,7.34%,6561871064,52047816,10362498511,110,44757500,"6,067,576,229",5,3,0,0,0,7,0,0,0,0,0,0,10,274,"21,912,665",600,"10,112,627",0,0,34,353,"4,729,742,810",TAR~,"4,729,742,810",TAR~,"4,946,841,532","363,330,497","6,561,871,064","10,362,498,511","52,047,816",41,27,65
615,-NLP,16364824645,118467468,0.72%,43486202826,159437417,37346770068,254,63204432,"18,775,312,703",67,44,19,11,3,1,0,0,0,0,0,0,101,600,"31,292,188",600,"31,292,188",433,223,34,550,"14,361,401,366","-NLP,-AC","16,092,318,289","-NLP,-AC","16,364,824,645","118,467,468","43,486,202,826","37,346,770,068","159,437,417",113,93,60
616,16IC,1893798623,29707971,1.57%,1573958644,24730718,2781985665,42,39859872,"2,275,983,044",1,0,0,0,0,1,0,0,0,0,0,0,3,101,"21,985,806",600,"3,793,305",41,28,33,225,"1,935,031,425",16IC,"1,935,031,425",16IC,"1,893,798,623","29,707,971","1,573,958,644","2,781,985,665","24,730,718",22,25,18
617,~OS,1688501460,71661341,4.24%,1813411040,19999403,3316218140,25,55970277,"2,122,620,736",3,1,0,0,0,2,0,0,0,0,0,0,13,113,"18,247,655",600,"3,537,701",0,0,43,258,"1,600,769,861",~OS,"1,600,769,861",~OS,"1,688,501,460","71,661,341","1,813,411,040","3,316,218,140","19,999,403",21,12,4
618,,193545705,47268,0.02%,25154847,842101,72468996,3,21755835,"551,785,620",0,0,0,0,0,0,0,0,0,0,0,0,0,64,"7,676,442",600,"919,643",0,0,38,154,,,,,"193,545,705","47,268","25,154,847","72,468,996","842,101",15,3,0
619,DN-,10887043652,1485454326,13.64%,22559951936,119451939,23701795486,207,51708833,"13,302,843,125",34,19,4,0,0,50,7,1,1,1,0,0,53,599,"22,204,220",600,"22,171,405",0,0,22,544,"9,882,968,614","DN-,DN-3","11,161,462,762","DN-,DN-3","10,887,043,652","1,485,454,326","22,559,951,936","23,701,795,486","119,451,939",101,97,54
620,,167631744,6355726,3.79%,96029251,260554,127606086,5,26635977,"458,211,096",0,0,0,0,0,0,0,0,0,0,0,0,0,51,"7,789,357",600,"763,685",0,0,32,153,,,,,"167,631,744","6,355,726","96,029,251","127,606,086","260,554",11,4,0
621,,630582423,46680059,7.40%,1081519755,3309821,1128915282,9,61276850,"940,035,644",3,2,1,0,0,1,1,1,0,0,0,0,3,66,"13,366,902",600,"1,566,726",0,0,41,226,,,,,"630,582,423","46,680,059","1,081,519,755","1,128,915,282","3,309,821",12,6,2
622,,114283347,64272,0.06%,20245836,528495,68535333,3,26532699,"380,373,396",0,0,0,0,0,0,0,0,0,0,0,0,0,52,"6,219,030",600,"633,956",0,0,26,149,,,,,"114,283,347","64,272","20,245,836","68,535,333","528,495",8,3,0
623,PB-1,2087361089,92863098,4.45%,2244245243,30316188,3822321831,36,49784038,"2,732,084,751",4,1,0,0,0,2,0,0,0,0,0,0,12,149,"17,866,450",600,"4,553,475",0,0,27,159,"1,944,094,266",PB-1,"1,944,094,266",PB-1,"2,087,361,089","92,863,098","2,244,245,243","3,822,321,831","30,316,188",27,19,9
624,,662255200,1688124,0.25%,258797536,4448013,581988004,16,24839697,"1,104,683,235",0,0,0,0,0,0,0,0,0,0,0,0,0,93,"11,170,612",600,"1,841,139",0,0,40,145,,,,,"662,255,200","1,688,124","258,797,536","581,988,004","4,448,013",25,17,1
625,PAX_,1778180911,39273519,2.21%,754618253,19571678,1840125400,40,34095025,"2,304,742,746",0,0,0,0,0,0,0,0,0,0,0,0,2,138,"16,240,681",600,"3,841,238",0,0,14,150,"1,906,281,324",PAX_,"1,906,281,324",PAX_,"1,778,180,911","39,273,519","754,618,253","1,840,125,400","19,571,678",24,38,8
626,,594983868,12552250,2.11%,500424478,5648827,700454787,13,38430640,"939,891,180",1,0,0,0,0,0,0,0,0,0,0,0,2,69,"12,795,224",600,"1,566,485",0,0,37,138,,,,,"594,983,868","12,552,250","500,424,478","700,454,787","5,648,827",14,10,2
627,-TPF,11560073356,1801419001,15.58%,25063921674,117776210,26052228017,261,43344751,"14,696,636,734",22,9,1,0,0,56,12,3,2,2,0,0,50,600,"24,494,395",600,"24,494,395",0,0,23,513,"9,726,082,280","-TPF,-TPL","10,805,183,922","-TPF,-TPL","11,560,073,356","1,801,419,001","25,063,921,674","26,052,228,017","117,776,210",142,160,48
628,-SF,3778071888,224733426,5.95%,2938292909,30590220,5197844433,86,33965083,"4,774,178,460",3,1,0,0,0,5,0,0,0,0,0,0,7,250,"18,850,638",600,"7,956,964",0,0,43,322,"4,112,901,140",-SF,"4,112,901,140",-SF,"3,778,071,888","224,733,426","2,938,292,909","5,197,844,433","30,590,220",74,78,11
629,-TK-,12855756345,1514856140,11.78%,27204160324,117281450,30042064655,236,52967141,"15,259,526,200",50,28,7,0,0,41,9,3,0,0,0,0,66,600,"25,432,544",600,"25,432,544",0,0,23,536,"8,523,900,855","-TK-,!AFK","11,895,315,599","-TK-,!AFK","12,855,756,345","1,514,856,140","27,204,160,324","30,042,064,655","117,281,450",94,121,52
630,,882951852,10027576,1.14%,159710979,3024613,512581604,20,26604277,"1,480,665,861",0,0,0,0,0,0,0,0,0,0,0,0,0,117,"12,291,944",600,"2,467,776",0,0,39,238,,,,,"882,951,852","10,027,576","159,710,979","512,581,604","3,024,613",38,20,1
631,,220108440,989205,0.45%,28224195,2299448,159867401,5,22865270,"555,324,685",0,0,0,0,0,0,0,0,0,0,0,0,0,55,"9,177,138",600,"925,541",0,0,34,126,,,,,"220,108,440","989,205","28,224,195","159,867,401","2,299,448",20,4,0
632,,526845973,25016480,4.75%,854899924,8877771,1300583414,6,74371824,"888,819,327",2,1,0,0,0,1,0,0,0,0,0,0,4,72,"11,560,589",600,"1,481,366",0,0,24,96,,,,,"526,845,973","25,016,480","854,899,924","1,300,583,414","8,877,771",13,1,2
633,,368412128,12325779,3.35%,97388633,2073631,300418321,6,25395335,"724,890,050",0,0,0,0,0,0,0,0,0,0,0,0,0,71,"9,527,275",600,"1,208,150",0,0,41,156,,,,,"368,412,128","12,325,779","97,388,633","300,418,321","2,073,631",20,8,0
634,,415744288,872730,0.21%,56092654,1154887,253250745,5,28490184,"774,394,682",0,0,0,0,0,0,0,0,0,0,0,0,0,73,"9,888,226",600,"1,290,658",0,0,23,92,,,,,"415,744,288","872,730","56,092,654","253,250,745","1,154,887",23,5,1
635,DRCX,1004893754,18234622,1.81%,676267429,10526997,1372625119,17,43227638,"1,415,900,448",1,1,0,0,0,0,0,0,0,0,0,0,2,87,"15,635,969",600,"2,359,834",0,0,25,148,"1,201,271,553",DRCX,"1,201,271,553",DRCX,"1,004,893,754","18,234,622","676,267,429","1,372,625,119","10,526,997",20,16,5
636,STTF,4064197323,254217706,6.26%,4224542387,35335078,6215252835,85,41931909,"4,890,409,205",4,3,1,0,0,5,3,1,0,0,0,0,12,221,"21,925,958",600,"8,150,682",0,0,28,267,"3,127,582,142",STTF,"3,127,582,142",STTF,"4,064,197,323","254,217,706","4,224,542,387","6,215,252,835","35,335,078",39,63,23
637,E-OS,14492209608,1231801772,8.50%,22088796291,146904826,28277526157,358,44063148,"18,976,191,930",39,19,4,3,1,31,7,5,1,1,0,0,68,599,"31,679,786",599,"31,679,786",0,0,13,507,"9,053,679,229","E-OS,S-OS,FO-S","16,388,310,843","E-OS,S-OS,FO-S","17,595,674,346","1,333,721,606","23,345,303,916","31,291,133,447","169,418,468",111,262,60
638,PRK,7473455920,549542660,7.35%,9563964939,86232917,15045233267,144,46871246,"8,535,380,592",19,5,0,0,0,15,2,1,1,0,0,0,42,334,"25,401,669",600,"14,225,634",0,0,36,383,"6,261,833,052","PRK,PhxA","7,636,997,833","PRK,PhxA","7,473,455,920","549,542,660","9,563,964,939","15,045,233,267","86,232,917",59,86,28
639,MSTK,1871138162,50985487,2.72%,1115361095,18865236,2405272954,46,33930486,"2,459,489,308",0,0,0,0,0,1,0,0,0,0,0,0,0,156,"15,403,627",600,"4,099,149",0,0,34,239,"1,956,740,364",MSTK,"1,956,740,364",MSTK,"1,871,138,162","50,985,487","1,115,361,095","2,405,272,954","18,865,236",25,35,15
640,BuRN,12172607592,1822346446,14.97%,29041689102,136433136,28774385789,237,49998522,"14,919,684,651",39,17,4,2,0,57,16,7,3,1,0,0,61,598,"24,949,305",598,"24,949,305",0,0,20,534,"10,860,352,619","BuRN,BunA","11,892,121,818","BuRN,BunA","12,172,607,592","1,822,346,446","29,041,689,102","28,774,385,789","136,433,136",120,103,63
641,GoA-,2628319072,66463849,2.53%,1856312698,16424340,3352167897,54,35021885,"3,624,163,324",2,1,0,0,0,1,0,0,0,0,0,0,5,233,"15,281,067",603,"6,010,221",88,28,32,307,"2,135,770,405",GoA-,"2,135,770,405",GoA-,"2,628,319,072","66,463,849","1,856,312,698","3,352,167,897","16,424,340",73,44,10
642,,151337129,5694,0.00%,46265220,826367,109944632,4,24494763,"387,778,381",0,0,0,0,0,0,0,0,0,0,0,0,0,37,"9,156,088",602,"644,150",15,2,37,204,,,,,"151,337,129","5,694","46,265,220","109,944,632","826,367",11,3,0
643,,87962906,155297,0.18%,1187756,297182,38638448,1,22264798,"412,042,802",0,0,0,0,0,0,0,0,0,0,0,0,0,57,"6,402,340",604,"682,190",7,0,35,118,,,,,"87,962,906","155,297","1,187,756","38,638,448","297,182",14,1,0
644,,294759002,4045953,1.37%,105860117,768306,215228841,4,27155745,"610,219,182",0,0,0,0,0,0,0,0,0,0,0,0,0,62,"8,892,664",603,"1,011,972",23,4,29,91,,,,,"294,759,002","4,045,953","105,860,117","215,228,841","768,306",14,7,0
645,,207582295,679951,0.33%,25667951,1156678,145292741,4,25853550,"486,963,780",0,0,0,0,0,0,0,0,0,0,0,0,0,54,"8,175,735",606,"803,571",7,1,37,201,,,,,"207,582,295","679,951","25,667,951","145,292,741","1,156,678",14,4,0
646,VExX,9871271174,347725728,3.52%,16778729466,57078862,16403770699,235,40532864,"11,807,616,732",13,6,2,0,0,5,2,0,0,0,0,0,21,600,"19,679,329",606,"19,484,516",493,211,17,449,"7,971,516,640",VExX,"7,971,516,640",VExX,"9,871,271,174","347,725,728","16,778,729,466","16,403,770,699","57,078,862",47,175,48
647,ETNL,5965615574,52257295,0.88%,2555102621,22039193,5130088010,128,27983783,"7,284,467,631",1,1,0,0,0,0,0,0,0,0,0,0,2,423,"17,091,354",603,"12,080,377",312,104,36,432,"4,683,519,096","ETNL,DW~E","5,935,371,848","ETNL,DW~E","5,965,615,574","52,257,295","2,555,102,621","5,130,088,010","22,039,193",140,156,4
648,,51580197,147891,0.29%,995791,217843,25608382,0,,"387,526,200",0,0,0,0,0,0,0,0,0,0,0,0,0,49,"6,774,628",605,"640,539",3,0,56,195,,,,,"51,580,197","147,891","995,791","25,608,382","217,843",14,0,0
649,,1546290766,3143441,0.20%,946384551,6770463,1417265532,47,26614613,"2,172,485,934",0,0,0,0,0,0,0,0,0,0,0,0,0,154,"13,771,279",606,"3,584,960",27,8,38,245,,,,,"1,546,290,766","3,143,441","946,384,551","1,417,265,532","6,770,463",41,39,4
650,,35000788,149830,0.43%,1247860,145766,15851541,1,19146665,"345,437,596",0,0,0,0,0,0,0,0,0,0,0,0,0,50,"5,751,602",602,"573,817",3,0,32,143,,,,,"35,000,788","149,830","1,247,860","15,851,541","145,766",11,0,0
651,,336199021,581600,0.17%,79052199,1292846,163992595,7,21540437,"801,019,963",0,0,0,0,0,0,0,0,0,0,0,0,0,83,"9,015,682",606,"1,321,815",11,0,46,166,,,,,"336,199,021","581,600","79,052,199","163,992,595","1,292,846",26,5,0
652,,158856547,,0.00%,20272073,519818,63156962,3,20731065,"562,802,341",0,0,0,0,0,0,0,0,0,0,0,0,0,78,"6,591,163",604,"931,792",8,0,45,176,,,,,"158,856,547",,"20,272,073","63,156,962","519,818",12,3,0
653,,174748091,705519,0.40%,10014074,2142081,101311892,0,,"702,273,076",0,0,0,0,0,0,0,0,0,0,0,0,0,126,"5,033,985",603,"1,164,632",2,0,54,213,,,,,"174,748,091","705,519","10,014,074","101,311,892","2,142,081",16,2,0
654,,153971287,91576,0.06%,29840562,54015,75591405,3,18328529,"741,363,890",0,0,0,0,0,0,0,0,0,0,0,0,0,92,"7,386,559",605,"1,225,395",8,1,34,122,,,,,"153,971,287","91,576","29,840,562","75,591,405","54,015",29,1,0
655,,89648961,108082,0.12%,897950,82782,33455263,0,,"493,598,682",0,0,0,0,0,0,0,0,0,0,0,0,0,84,"5,252,311",604,"817,216",7,0,48,113,,,,,"89,648,961","108,082","897,950","33,455,263","82,782",12,1,0
656,,141429794,11237,0.01%,41306843,234780,77408017,4,21163775,"614,240,471",0,0,0,0,0,0,0,0,0,0,0,0,0,73,"7,659,620",605,"1,015,274",18,2,45,192,,,,,"141,429,794","11,237","41,306,843","77,408,017","234,780",22,2,0
657,,55206773,25618,0.05%,1287004,52844,18204277,0,,"570,034,569",0,0,0,0,0,0,0,0,0,0,0,0,0,105,"4,856,600",604,"943,766",6,0,38,149,,,,,"55,206,773","25,618","1,287,004","18,204,277","52,844",11,1,0
658,,1236761958,1303454,0.11%,582149096,4715795,1159650687,31,24727502,"1,949,895,123",0,0,0,0,0,0,0,0,0,0,0,0,0,159,"11,987,505",603,"3,233,657",51,10,22,121,,,,,"1,236,761,958","1,303,454","582,149,096","1,159,650,687","4,715,795",43,37,0
659,,163262808,2450,0.00%,15773650,384439,106382817,0,,"598,092,757",0,0,0,0,0,0,0,0,0,0,0,0,0,77,"7,097,855",603,"991,862",9,0,31,96,,,,,"163,262,808","2,450","15,773,650","106,382,817","384,439",19,2,0
660,,322910509,1844252,0.57%,125952999,263087,234408120,6,25879915,"1,027,115,155",0,0,0,0,0,0,0,0,0,0,0,0,0,118,"8,200,258",604,"1,700,522",35,4,31,183,,,,,"322,910,509","1,844,252","125,952,999","234,408,120","263,087",35,6,0
661,~ES,1396871502,6943465,0.50%,1191252697,9176622,1694723291,44,25114702,"2,034,563,927",0,0,0,0,0,0,0,0,0,0,0,0,0,163,"12,158,437",602,"3,379,674",49,20,36,210,"1,318,977,112",~ES,"1,318,977,112",~ES,"1,396,871,502","6,943,465","1,191,252,697","1,694,723,291","9,176,622",42,36,0
662,,64217832,16782,0.03%,140748,39311,30624275,0,,"354,574,388",0,0,0,0,0,0,0,0,0,0,0,0,0,50,"6,035,248",604,"587,044",4,0,36,184,,,,,"64,217,832","16,782","140,748","30,624,275","39,311",12,0,0
663,,86861348,61637,0.07%,4742145,235452,32746672,0,,"385,784,329",0,0,0,0,0,0,0,0,0,0,0,0,0,53,"6,193,492",603,"639,775",14,0,32,188,,,,,"86,861,348","61,637","4,742,145","32,746,672","235,452",10,1,0
664,SKN',9035910718,326572564,3.61%,8137076866,46704675,12600988815,228,32212455,"11,388,352,507",9,3,0,0,0,7,3,1,0,0,0,0,15,568,"20,013,062",602,"18,917,529",423,193,36,504,"6,204,833,097","SKN',WOF'","9,304,180,035","SKN',WOF'","9,879,906,049","330,858,830","8,397,027,357","13,315,584,981","50,153,036",112,260,11
665,,337477396,7196044,2.13%,83531509,1441529,215222501,7,19240919,"1,116,992,059",0,0,0,0,0,0,0,0,0,0,0,0,0,137,"7,685,999",602,"1,855,469",0,0,42,212,,,,,"337,477,396","7,196,044","83,531,509","215,222,501","1,441,529",38,4,0
666,,944788475,24170265,2.56%,331890820,2678914,651609736,23,20731918,"2,017,446,109",0,0,0,0,0,0,0,0,0,0,0,0,0,210,"9,339,927",602,"3,351,239",0,0,42,251,,,,,"944,788,475","24,170,265","331,890,820","651,609,736","2,678,914",64,22,0
667,,89638782,1615014,1.80%,12523321,486276,49267592,2,19642018,"619,131,113",0,0,0,0,0,0,0,0,0,0,0,0,0,100,"5,524,867",602,"1,028,457",0,0,39,205,,,,,"89,638,782","1,615,014","12,523,321","49,267,592","486,276",16,1,0
668,CRYO,7456595583,1506788867,20.21%,9228933380,33139500,11297358436,202,34147362,"8,938,863,911",4,2,0,0,0,37,10,1,1,0,0,0,8,481,"18,472,747",603,"14,823,987",0,0,33,477,"6,653,541,104",CRYO,"6,653,541,104",CRYO,"7,456,595,583","1,506,788,867","9,228,933,380","11,297,358,436","33,139,500",43,185,25
669,,309671492,2794316,0.90%,54088887,1537787,173752242,5,19559448,"1,124,828,635",0,0,0,0,0,0,0,0,0,0,0,0,0,143,"7,490,148",606,"1,856,153",0,0,35,193,,,,,"309,671,492","2,794,316","54,088,887","173,752,242","1,537,787",41,5,0
670,,144441185,7286701,5.04%,50196472,763749,119634427,1,24860628,"656,225,071",0,0,0,0,0,0,0,0,0,0,0,0,0,99,"6,087,222",603,"1,088,267",0,0,51,189,,,,,"144,441,185","7,286,701","50,196,472","119,634,427","763,749",19,1,0
671,PLAC,6989146374,1139043609,16.30%,10788031736,25846610,9419714602,174,38708980,"8,564,554,546",8,6,3,1,1,35,5,4,2,1,0,0,17,591,"14,470,487",602,"14,226,835",0,0,27,476,"6,225,064,650",PLAC,"6,225,064,650",PLAC,"6,989,146,374","1,139,043,609","10,788,031,736","9,419,714,602","25,846,610",24,143,16
672,,174593401,976696,0.56%,5485320,631404,70162034,2,19313438,"689,809,506",0,0,0,0,0,0,0,0,0,0,0,0,0,86,"7,418,842",602,"1,145,863",0,0,30,170,,,,,"174,593,401","976,696","5,485,320","70,162,034","631,404",30,1,0
673,,421255566,8123985,1.93%,164197927,2183947,232634541,7,29048488,"1,024,482,167",0,0,0,0,0,0,0,0,0,0,0,0,0,106,"9,179,952",602,"1,701,798",0,0,35,161,,,,,"421,255,566","8,123,985","164,197,927","232,634,541","2,183,947",32,8,1
674,FNG,6002745193,962810725,16.04%,6112378112,19538396,8227357852,160,29771044,"7,486,297,758",3,0,0,0,0,19,5,1,1,1,0,0,3,466,"15,944,258",601,"12,456,402",0,0,36,482,"5,223,954,552",FNG,"5,223,954,552",FNG,"6,002,745,193","962,810,725","6,112,378,112","8,227,357,852","19,538,396",77,173,8
675,,438732368,43979650,10.02%,329910971,6694673,406335599,3,26521349,"924,621,590",0,0,0,0,0,0,0,0,0,0,0,0,0,109,"7,986,502",604,"1,530,830",0,0,33,227,,,,,"438,732,368","43,979,650","329,910,971","406,335,599","6,694,673",25,6,0
676,,585465285,26089371,4.46%,341702050,2562698,614461770,11,25878115,"1,128,956,175",0,0,0,0,0,0,0,0,0,0,0,0,0,116,"9,314,171",603,"1,872,232",0,0,28,199,,,,,"585,465,285","26,089,371","341,702,050","614,461,770","2,562,698",30,15,0
677,,120418816,,0.00%,36147907,404001,44922147,2,20424932,"591,800,331",0,0,0,0,0,0,0,0,0,0,0,0,0,78,"7,043,275",604,"979,802",0,0,35,170,,,,,"120,418,816",,"36,147,907","44,922,147","404,001",18,1,0
678,SoW,7207682660,1110750276,15.41%,9550604083,33834064,9583653592,190,33187008,"8,777,518,408",6,1,1,1,1,22,7,5,1,0,1,0,11,564,"15,528,147",604,"14,532,315",0,0,28,523,"6,063,600,247",SoW,"6,063,600,247",SoW,"7,207,682,660","1,110,750,276","9,550,604,083","9,583,653,592","33,834,064",50,183,19
679,,228991920,3099338,1.35%,83747859,823439,157186939,5,21423574,"653,024,227",0,0,0,0,0,0,0,0,0,0,0,0,0,85,"7,140,872",602,"1,084,758",0,0,39,183,,,,,"228,991,920","3,099,338","83,747,859","157,186,939","823,439",13,7,0
