KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M
623,PB-1,1335571349,26636172,1.99%,1704545995,21188991,2442484098,26,46504839,0,0,0,0,0,3,0,0,0,0,0,0,"1,818,134,729","1,066,214,381",116,600,"15,084,850","3,030,225",6,23,17,28,117,PB-1,"1,335,571,349","26,636,172","1,704,545,995","2,442,484,098","21,188,991",16,14,7
624,,580565494,119587,0.02%,230532446,3035010,475930181,16,26851184,0,0,0,0,0,0,0,0,0,0,0,0,"957,262,012",,77,600,"11,694,119","1,595,437",0,13,4,37,106,,"580,565,494","119,587","230,532,446","475,930,181","3,035,010",15,18,1
625,THIR,4152749037,58257834,1.40%,1810194374,41973876,5654967793,80,42783205,0,0,0,0,0,1,0,0,0,0,0,0,"4,783,278,632","4,237,262,191",200,600,"23,622,029","7,972,131",14,87,51,12,210,THIR,"4,152,749,037","58,257,834","1,810,194,374","5,654,967,793","41,973,876",32,60,24
626,,406368067,214757,0.05%,173995117,3768783,519325180,9,33679422,0,0,0,0,0,0,0,0,0,0,0,0,"668,928,534",,56,600,"11,029,275","1,114,881",0,8,4,35,121,,"406,368,067","214,757","173,995,117","519,325,180","3,768,783",8,10,2
627,-TPF,12903591080,1537594442,11.92%,40177840228,188787124,36541224734,243,53442010,57,15,5,2,0,42,24,10,5,1,1,0,"16,415,061,167","9,700,810,444",600,600,"27,358,435","27,358,435",71,502,209,23,511,"-TPF,-TPL,-TPV","12,903,591,080","1,537,594,442","40,177,840,228","36,541,224,734","188,787,124",175,76,76
628,-SF,4435749551,150450842,3.39%,4279160409,44280112,7613221833,100,37997196,2,0,0,0,0,6,2,0,0,0,0,0,"5,092,126,087","4,326,430,191",240,600,"20,970,460","8,486,877",12,149,81,40,302,-SF,"4,435,749,551","150,450,842","4,279,160,409","7,613,221,833","44,280,112",48,76,17
629,-TK-,9137072274,979527429,10.72%,24531130703,111941896,25412406509,147,60780562,35,6,2,1,1,45,15,4,0,0,0,0,"10,867,100,944","8,224,549,299",437,600,"24,747,286","18,111,835",61,310,130,36,432,-TK-,"9,137,072,274","979,527,429","24,531,130,703","25,412,406,509","111,941,896",65,51,34
630,,779183233,453191,0.06%,143728808,3287900,432670645,19,28965901,0,0,0,0,0,0,0,0,0,0,0,0,"1,247,853,472",,99,600,"12,139,872","2,079,756",0,11,3,39,221,,"779,183,233","453,191","143,728,808","432,670,645","3,287,900",24,20,1
631,,241937864,7916167,3.27%,119369618,1928259,229466130,6,29480331,0,0,0,0,0,0,0,0,0,0,0,0,"483,532,554",,40,600,"10,904,704","805,888",0,8,2,30,111,,"241,937,864","7,916,167","119,369,618","229,466,130","1,928,259",12,5,1
632,,269513014,,0.00%,496534374,3380960,556031243,4,62820105,0,0,0,0,0,1,0,0,0,0,0,0,"557,373,968",,51,600,"9,744,814","928,957",3,5,2,14,82,,"269,513,014",,"496,534,374","556,031,243","3,380,960",8,1,0
633,,578478026,2147338,0.37%,172634285,2727443,538134234,13,34028246,0,0,0,0,0,1,0,0,0,0,0,0,"964,222,960",,74,600,"12,393,990","1,607,038",1,27,11,37,157,,"578,478,026","2,147,338","172,634,285","538,134,234","2,727,443",18,13,1
634,,330689481,,0.00%,120993590,703780,249954740,6,28840190,0,0,0,0,0,0,0,0,0,0,0,0,"629,366,473",,59,600,"9,822,220","1,048,944",0,2,1,22,73,,"330,689,481",,"120,993,590","249,954,740","703,780",17,5,1
635,NBR,7934047595,452366712,5.70%,13842756193,109554578,21065455060,104,71442681,7,0,0,0,0,41,19,2,0,0,0,0,"8,551,728,016","7,517,059,347",215,600,"39,546,169","14,252,880",68,74,37,23,257,NBR,"7,934,047,595","452,366,712","13,842,756,193","21,065,455,060","109,554,578",37,31,17
636,STTF,5349564007,251817445,4.71%,6314203348,60720511,9161132293,102,48434285,6,1,1,0,0,10,7,1,0,0,0,0,"6,045,615,348","4,953,191,669",213,600,"28,191,643","10,076,026",21,139,86,27,264,STTF,"5,349,564,007","251,817,445","6,314,203,348","9,161,132,293","60,720,511",46,48,36
637,E-OS,16236805965,1202266408,7.40%,30069474452,218555100,37301515323,366,48635743,36,8,3,2,0,51,20,5,3,0,0,0,"20,311,598,254","11,593,251,419",600,600,"33,852,664","33,852,664",94,329,252,13,540,"E-OS,S-OS,FO-S","18,826,377,832","1,241,938,555","31,114,410,761","40,060,210,423","249,277,092",105,205,80
638,PRK,8746584631,545901613,6.24%,13686662617,121487186,20798052987,167,50035876,13,3,0,0,0,26,5,0,0,0,0,0,"9,988,521,091","7,786,426,840",373,600,"26,654,901","16,647,535",50,266,148,35,386,PRK,"8,746,584,631","545,901,613","13,686,662,617","20,798,052,987","121,487,186",58,73,45
639,MSTK,2735508735,73814939,2.70%,1624890694,27911027,3731882068,64,37226920,0,0,0,0,0,0,0,0,0,0,0,0,"3,284,845,864","3,001,540,700",171,600,"18,864,140","5,474,743",3,96,54,27,250,MSTK,"2,735,508,735","73,814,939","1,624,890,694","3,731,882,068","27,911,027",28,40,23
640,BuRN,12619306557,1265144890,10.03%,34754460610,178274713,34606826811,231,54967983,50,6,2,0,0,50,23,8,4,0,0,0,"15,630,393,259","10,960,125,681",600,600,"26,050,655","26,050,655",79,496,195,18,530,"BuRN,BunB,BunF","12,619,306,557","1,265,144,890","34,754,460,610","34,606,826,811","178,274,713",121,59,67
641,GoA-,8339996467,21316580,0.26%,13086080481,87599261,15549741446,143,54033070,0,0,0,0,0,28,14,5,1,1,0,0,"9,734,428,952","8,009,447,839",378,600,"25,601,207","16,224,048",39,222,127,22,352,GoA-,"8,339,996,467","21,316,580","13,086,080,481","15,549,741,446","87,599,261",75,62,49
642,_DH_,2107009968,9923399,0.47%,3244161766,23923809,4777309299,33,60319096,0,0,0,0,0,10,3,0,0,0,0,0,"2,527,812,921","2,144,301,303",97,600,"25,553,603","4,213,022",15,56,30,38,196,_DH_,"2,107,009,968","9,923,399","3,244,161,766","4,777,309,299","23,923,809",19,9,10
643,,243534428,4149984,1.70%,49099690,1994512,170035796,5,31159475,0,0,0,0,0,0,0,0,0,0,0,0,"468,330,035",,51,600,"8,314,488","780,550",0,0,0,31,96,,"243,534,428","4,149,984","49,099,690","170,035,796","1,994,512",9,3,2
644,,140919351,,0.00%,90077243,736462,130395954,3,34816384,0,0,0,0,0,0,0,0,0,0,0,0,"334,790,258",,29,600,"9,782,369","557,984",0,3,1,25,55,,"140,919,351",,"90,077,243","130,395,954","736,462",9,2,1
645,,879736692,13373664,1.52%,631029629,8266752,1349230799,19,43492530,0,0,0,0,0,2,0,0,0,0,0,0,"1,143,451,918",,63,600,"17,452,822","1,905,753",5,0,0,37,206,,"879,736,692","13,373,664","631,029,629","1,349,230,799","8,266,752",10,13,1
646,VEXC,18274230714,241062683,1.32%,45855998222,197030623,45026464733,373,54170692,0,0,0,0,0,68,35,10,3,0,0,0,"22,912,798,760","11,962,668,827",600,600,"38,187,998","38,187,998",110,12,10,22,536,"VEXC,VEXG,TSG!","20,407,532,229","252,679,834","47,895,704,555","48,392,043,513","218,382,163",167,121,130
647,ETNL,11944437818,11218266,0.09%,11685536910,104863361,19579370670,273,41054908,0,0,0,0,0,21,7,2,1,0,0,0,"14,433,811,785","8,620,380,661",567,600,"25,416,572","24,056,353",38,366,227,21,471,"ETNL,DW~E","12,996,719,205","11,403,712","11,977,076,742","20,513,902,651","113,574,030",121,205,56
648,,217339448,724070,0.33%,253779786,1856295,330557467,1,96973133,0,0,0,0,0,1,0,0,0,0,0,0,"409,044,239",,38,600,"9,316,744","681,740",1,0,0,54,175,,"217,339,448","724,070","253,779,786","330,557,467","1,856,295",11,0,0
649,,1782480573,106792664,5.99%,3613947922,19621709,3504655814,36,45308684,4,3,0,0,0,6,2,2,1,0,0,0,"2,178,098,994",,106,600,"20,066,169","3,630,165",8,0,0,38,175,,"1,782,480,573","106,792,664","3,613,947,922","3,504,655,814","19,621,709",25,16,6
650,,130500490,406589,0.31%,1951058,326022,64462702,1,23560785,0,0,0,0,0,0,0,0,0,0,0,0,"361,502,507",,39,600,"7,989,934","602,504",0,0,0,31,122,,"130,500,490","406,589","1,951,058","64,462,702","326,022",12,1,0
651,ONW1,2112943383,1963848,0.09%,2010502092,13473850,3078411045,46,40010376,0,0,0,0,0,4,1,0,0,0,0,0,"2,585,073,457","2,242,825,704",129,600,"19,690,929","4,308,456",6,71,38,42,212,ONW1,"2,112,943,383","1,963,848","2,010,502,092","3,078,411,045","13,473,850",26,37,7
652,FSvL,907648203,27442300,3.02%,1528341368,9864705,1880069464,16,47972168,0,0,0,0,0,2,2,0,0,0,0,0,"1,395,539,723","1,033,420,954",107,600,"12,555,083","2,325,900",2,0,0,42,229,FSvL,"907,648,203","27,442,300","1,528,341,368","1,880,069,464","9,864,705",21,10,6
653,,233055859,745285,0.32%,8358272,1761904,138885834,2,25313968,0,0,0,0,0,0,0,0,0,0,0,0,"692,307,159",,115,600,"5,446,513","1,153,845",0,0,0,49,159,,"233,055,859","745,285","8,358,272","138,885,834","1,761,904",12,5,0
654,,336663217,3601944,1.07%,153195261,826619,267947026,7,22990982,0,0,0,0,0,0,0,0,0,0,0,0,"738,126,974",,79,600,"8,599,291","1,230,212",0,0,0,33,105,,"336,663,217","3,601,944","153,195,261","267,947,026","826,619",23,3,1
655,,202356203,1671513,0.83%,91283140,960904,130765587,6,25415020,0,0,0,0,0,0,0,0,0,0,0,0,"559,190,064",,73,600,"6,955,879","931,983",0,0,0,37,106,,"202,356,203","1,671,513","91,283,140","130,765,587","960,904",11,5,0
656,F-XL,817410641,43156199,5.28%,1487977111,10853443,1387185410,14,42283624,2,0,0,0,0,1,1,1,0,0,0,0,"1,214,518,925","1,013,608,965",76,600,"15,308,176","2,024,198",2,0,0,39,196,F-XL,"817,410,641","43,156,199","1,487,977,111","1,387,185,410","10,853,443",25,11,4
657,TD57,1985469550,1342303,0.07%,2895537071,21202494,4196369491,27,63989291,0,0,0,0,0,8,3,1,0,0,0,0,"2,494,417,359","1,939,276,737",139,600,"17,525,494","4,157,362",15,41,22,40,174,TD57,"1,985,469,550","1,342,303","2,895,537,071","4,196,369,491","21,202,494",24,5,9
658,H@LL,2166291118,1951937,0.09%,2681629005,27667254,3841775618,40,44041877,0,0,0,0,0,6,3,0,0,0,0,0,"2,696,932,206","2,058,983,718",139,600,"19,059,873","4,494,887",9,54,27,18,121,H@LL,"2,166,291,118","1,951,937","2,681,629,005","3,841,775,618","27,667,254",32,29,7
659,,118403764,,0.00%,6926778,836887,73088507,2,25681857,0,0,0,0,0,0,0,0,0,0,0,0,"438,247,805",,58,600,"6,616,116","730,413",0,3,2,25,83,,"118,403,764",,"6,926,778","73,088,507","836,887",11,2,0
660,UHBD,1477699777,171817,0.01%,1609355087,8840053,1818354230,28,41000912,0,0,0,0,0,2,2,0,0,0,0,0,"1,963,301,134","1,468,176,030",115,600,"16,577,948","3,272,169",4,32,13,28,179,UHBD,"1,477,699,777","171,817","1,609,355,087","1,818,354,230","8,840,053",33,23,3
661,,976979149,10665445,1.09%,549162055,12268230,965331956,27,27942784,0,0,0,0,0,0,0,0,0,0,0,0,"1,483,239,255",,112,601,"12,767,248","2,467,952",1,0,0,30,129,,"976,979,149","10,665,445","549,162,055","965,331,956","12,268,230",22,29,2
662,,408948766,576831,0.14%,72026366,2266004,214664666,5,42940911,0,0,0,0,0,0,0,0,0,0,0,0,"556,738,120",,42,600,"12,164,939","927,897",1,8,0,33,172,,"408,948,766","576,831","72,026,366","214,664,666","2,266,004",10,6,1
663,R0SE,1684785126,1684858,0.10%,1249918300,20250904,2908010846,32,43002234,0,0,0,0,0,1,0,0,0,0,0,0,"2,130,235,679","1,661,371,874",118,600,"17,600,794","3,550,393",3,62,24,34,241,R0SE,"1,684,785,126","1,684,858","1,249,918,300","2,908,010,846","20,250,904",22,20,15
664,SKN',17980148649,30741332,0.17%,42176785420,190819911,45148844446,368,52975867,0,0,0,0,0,81,50,12,3,1,0,0,"22,553,481,728","11,908,676,990",600,600,"37,589,136","37,589,136",107,474,322,14,523,"SKN',WOF',ToT',SKN2","20,473,002,456","33,169,052","43,634,673,957","48,187,142,954","210,534,601",160,193,71
665,-IO-,1881037040,29966416,1.59%,1151803889,13850692,2510947943,29,45658978,0,0,0,0,0,1,1,0,0,0,0,0,"2,522,011,735","1,872,800,438",147,600,"16,763,251","4,203,353",9,21,2,34,204,-IO-,"1,881,037,040","29,966,416","1,151,803,889","2,510,947,943","13,850,692",39,21,5
666,,681648063,7594685,1.11%,227979351,2377344,481615222,16,22442649,0,0,0,0,0,0,0,0,0,0,0,0,"1,334,610,606",,143,600,"8,941,111","2,224,351",0,45,8,36,174,,"681,648,063","7,594,685","227,979,351","481,615,222","2,377,344",43,14,0
667,,410654177,9221280,2.25%,351418897,4015445,910589175,9,37455799,0,0,0,0,0,0,0,0,0,0,0,0,"862,629,475",,85,600,"9,445,902","1,437,716",1,11,0,31,159,,"410,654,177","9,221,280","351,418,897","910,589,175","4,015,445",18,4,3
668,CRYO,14223366732,1698029500,11.94%,27002393478,123898469,31996189120,281,49169071,49,10,5,2,0,38,20,4,0,0,0,0,"16,431,906,687","9,673,739,767",600,600,"27,386,511","27,386,511",66,430,251,16,526,"CRYO,CRY1","14,253,720,613","1,698,065,831","27,008,983,026","32,008,868,837","123,950,706",86,150,71
669,,639867966,2543690,0.40%,403575697,4479101,573852374,11,33982165,0,0,0,0,0,1,0,0,0,0,0,0,"1,169,338,981",,99,600,"11,340,142","1,948,898",1,30,8,29,144,,"639,867,966","2,543,690","403,575,697","573,852,374","4,479,101",28,13,2
670,,322602674,1171477,0.36%,110651739,2253812,347965357,6,30114896,0,0,0,0,0,0,0,0,0,0,0,0,"659,164,906",,75,600,"8,172,498","1,098,608",0,10,2,44,157,,"322,602,674","1,171,477","110,651,739","347,965,357","2,253,812",13,6,1
671,PLAC,9447020074,1564433265,16.56%,27906431478,112149697,23350240810,175,54039372,58,14,8,3,2,27,18,9,5,2,1,0,"11,664,659,785","5,290,378,390",599,600,"19,470,830","19,441,100",42,400,168,24,493,"PLAC,ELCS","9,447,020,074","1,564,433,265","27,906,431,478","23,350,240,810","112,149,697",43,95,35
672,,391935720,1030061,0.26%,20420986,595803,174272787,6,21618129,0,0,0,0,0,0,0,0,0,0,0,0,"656,174,390",,63,600,"9,645,867","1,093,624",0,25,5,28,149,,"391,935,720","1,030,061","20,420,986","174,272,787","595,803",23,6,0
673,,482898125,8547377,1.77%,238456559,2463706,385343906,12,32208855,0,0,0,0,0,0,0,0,0,0,0,0,"941,249,913",,87,600,"10,228,459","1,568,750",1,9,2,31,110,,"482,898,125","8,547,377","238,456,559","385,343,906","2,463,706",21,9,2
674,STL,8173648147,871094559,10.66%,12688025375,64095268,15057435282,201,38104000,26,4,2,2,2,10,4,2,2,1,0,0,"9,604,556,833","5,243,341,753",450,600,"21,229,583","16,007,595",18,332,174,32,471,"STL,FNG","8,173,648,147","871,094,559","12,688,025,375","15,057,435,282","64,095,268",60,158,26
675,AR-G,1627014754,87266005,5.36%,2523032602,22063541,3299117948,35,38661200,1,0,0,0,0,0,0,0,0,0,0,0,"2,231,759,389","1,045,197,696",159,600,"13,673,764","3,719,599",4,26,5,40,272,AR-G,"1,627,014,754","87,266,005","2,523,032,602","3,299,117,948","22,063,541",20,31,9
676,,692883791,31531851,4.55%,598107994,4805460,862320758,12,29187831,0,0,0,0,0,0,0,0,0,0,0,0,"1,039,156,174",,86,600,"11,539,996","1,731,927",0,25,4,26,163,,"692,883,791","31,531,851","598,107,994","862,320,758","4,805,460",20,16,1
677,,208904479,6958954,3.33%,88309107,2152516,210352611,3,22731954,0,0,0,0,0,0,0,0,0,0,0,0,"591,426,412",,70,600,"7,844,994","985,711",0,13,0,32,126,,"208,904,479","6,958,954","88,309,107","210,352,611","2,152,516",14,6,0
678,SoW,11376946264,1338548781,11.77%,28107609358,112322002,27827370503,225,49365176,40,12,3,1,0,35,20,10,4,0,0,0,"13,926,104,221","10,381,881,776",600,600,"23,210,174","23,210,174",55,472,208,21,513,SoW,"11,376,946,264","1,338,548,781","28,107,609,358","27,827,370,503","112,322,002",105,131,36
679,,416712088,3173283,0.76%,151578066,3220869,408372105,7,32690868,0,0,0,0,0,0,0,0,0,0,0,0,"700,229,098",,62,600,"10,590,040","1,167,048",0,9,0,37,144,,"416,712,088","3,173,283","151,578,066","408,372,105","3,220,869",14,9,2
680,,572000246,451662,0.08%,206904265,3171298,428321294,16,23544659,0,0,0,0,0,0,0,0,0,0,0,0,"1,017,380,383",,103,600,"9,502,417","1,695,634",0,18,4,28,102,,"572,000,246","451,662","206,904,265","428,321,294","3,171,298",20,14,0
681,X-BL,12190628365,996850161,8.18%,25927615740,141671531,26011704655,251,43887160,26,9,5,2,1,34,16,3,1,0,0,0,"14,654,015,747","8,179,954,240",595,600,"24,621,768","24,423,360",53,376,202,19,472,"X-BL,XBL2","13,009,775,324","1,014,169,460","26,227,730,640","26,851,048,795","148,392,143",113,206,35
682,,196291872,1473490,0.75%,44402520,1249129,144775060,2,25524158,0,0,0,0,0,0,0,0,0,0,0,0,"424,652,806",,51,600,"7,727,245","707,755",0,10,1,33,143,,"196,291,872","1,473,490","44,402,520","144,775,060","1,249,129",9,3,0
683,K683,1160392508,88363254,7.61%,2657858648,19604451,2924685749,15,74031905,2,0,0,0,0,5,2,1,0,0,0,0,"1,565,466,245","1,348,607,005",84,600,"18,210,723","2,609,110",10,7,0,26,123,K683,"1,160,392,508","88,363,254","2,657,858,648","2,924,685,749","19,604,451",13,2,3
684,,297441190,14402279,4.84%,335423356,1949866,533608642,5,52090698,1,0,0,0,0,2,0,0,0,0,0,0,"659,477,020",,57,600,"11,003,280","1,099,128",2,8,1,29,112,,"297,441,190","14,402,279","335,423,356","533,608,642","1,949,866",13,3,0
685,DN!,2086034656,140399376,6.73%,4471342276,34715906,5235143709,34,59675026,3,0,0,0,0,7,4,1,1,1,0,0,"2,590,004,277","2,206,823,321",115,600,"22,225,157","4,316,674",14,12,4,28,161,DN!,"2,086,034,656","140,399,376","4,471,342,276","5,235,143,709","34,715,906",16,10,9
686,,834831955,32807650,3.93%,1235609306,8179207,1635194606,13,51800005,1,0,0,0,0,1,1,1,0,0,0,0,"1,235,702,621",,111,600,"10,857,211","2,059,504",4,28,9,35,144,,"834,831,955","32,807,650","1,235,609,306","1,635,194,606","8,179,207",18,8,2
687,WRT,12207923151,982189292,8.05%,21818161847,103371367,24748467689,275,42127144,28,5,2,1,0,29,14,3,2,0,0,0,"15,039,183,267","8,711,334,878",600,600,"25,065,305","25,065,305",47,484,249,17,500,"WRT,RET-,FOT","13,000,740,826","997,325,695","22,037,638,916","25,444,037,663","108,235,079",128,217,31
688,,282080592,3612760,1.28%,196264615,3880194,504008390,6,38531515,0,0,0,0,0,0,0,0,0,0,0,0,"512,661,445",,51,600,"9,634,712","854,436",1,14,5,25,86,,"282,080,592","3,612,760","196,264,615","504,008,390","3,880,194",9,3,1
689,BKH,2826980717,4402847,0.16%,1353577897,9818189,2570079298,69,26498144,0,0,0,0,0,0,0,0,0,0,0,0,"4,139,911,258","2,881,264,430",299,600,"13,700,151","6,899,852",0,106,45,45,321,BKH,"2,826,980,717","4,402,847","1,353,577,897","2,570,079,298","9,818,189",92,82,1
690,,132928636,,0.00%,25142293,1249248,77621463,2,23796031,0,0,0,0,0,0,0,0,0,0,0,0,"382,795,987",,52,600,"6,848,058","637,993",0,8,1,33,116,,"132,928,636",,"25,142,293","77,621,463","1,249,248",10,3,0
691,o_o;,8108374559,20858246,0.26%,10644606846,41835904,13205023925,216,33999902,0,0,0,0,0,3,1,1,0,0,0,0,"9,638,480,846","6,333,046,295",571,600,"16,847,733","16,064,135",8,407,191,18,515,o_o;,"8,108,374,559","20,858,246","10,644,606,846","13,205,023,925","41,835,904",40,212,16
692,,2018809333,7588732,0.38%,1542218043,11497278,2278046708,65,25930523,0,0,0,0,0,0,0,0,0,0,0,0,"2,638,163,532",,189,600,"13,831,251","4,396,939",0,36,14,33,186,,"2,018,809,333","7,588,732","1,542,218,043","2,278,046,708","11,497,278",36,62,1
693,,36735436,,0.00%,1239667,48425,11216524,1,21138012,0,0,0,0,0,0,0,0,0,0,0,0,"229,414,465",,46,600,"4,266,605","382,357",0,3,0,29,98,,"36,735,436",,"1,239,667","11,216,524","48,425",4,1,0
694,,40010732,,0.00%,2020516,76355,12102055,1,22923654,0,0,0,0,0,0,0,0,0,0,0,0,"442,463,730",,71,600,"5,819,035","737,440",0,4,0,31,117,,"40,010,732",,"2,020,516","12,102,055","76,355",13,1,0
695,PnG,6638418594,7206481,0.11%,11830041897,48197604,11976602165,170,37811429,0,0,0,0,0,4,1,0,0,0,0,0,"7,711,720,906","5,706,866,673",450,600,"17,050,503","12,852,868",13,360,168,28,506,PnG,"6,638,418,594","7,206,481","11,830,041,897","11,976,602,165","48,197,604",11,130,35
696,~UR~,1480361957,1447471,0.10%,457449810,8585593,1205542068,36,25955692,0,0,0,0,0,0,0,0,0,0,0,0,"2,068,555,894","1,804,625,324",144,600,"14,170,290","3,447,593",0,78,27,25,188,~UR~,"1,480,361,957","1,447,471","457,449,810","1,205,542,068","8,585,593",52,37,0
697,,139855146,472622,0.34%,16684206,359137,42945948,2,28591532,0,0,0,0,0,0,0,0,0,0,0,0,"497,149,345",,93,600,"5,086,548","828,582",0,3,0,33,122,,"139,855,146","472,622","16,684,206","42,945,948","359,137",10,3,0
698,Oath,7528132689,10088296,0.13%,11746413251,33838185,11298269041,178,41078822,0,0,0,0,0,11,3,0,0,0,0,0,"9,623,436,408","6,812,395,767",597,600,"16,113,592","16,039,061",24,408,163,33,546,Oath,"7,528,132,689","10,088,296","11,746,413,251","11,298,269,041","33,838,185",51,116,36
699,,98839739,,0.00%,10902915,611149,50317409,2,16622974,0,0,0,0,0,0,0,0,0,0,0,0,"499,854,372",,74,600,"6,425,424","833,091",0,9,1,40,138,,"98,839,739",,"10,902,915","50,317,409","611,149",16,0,0
700,~FA,6108543262,17420856,0.29%,5338227042,24172069,7577165567,168,28966540,0,0,0,0,0,0,0,0,0,0,0,0,"7,484,973,667","4,911,847,841",431,600,"17,304,631","12,474,956",2,276,140,27,431,~FA,"6,108,543,262","17,420,856","5,338,227,042","7,577,165,567","24,172,069",83,189,6
701,,907582798,35693252,3.93%,998331677,7609165,1032170554,21,28267436,1,0,0,0,0,0,0,0,0,0,0,0,"1,516,248,889",,139,600,"10,767,617","2,527,081",1,9,2,30,93,,"907,582,798","35,693,252","998,331,677","1,032,170,554","7,609,165",38,22,1
702,,290727862,19149,0.01%,160469404,2665991,234345935,7,21919503,0,0,0,0,0,0,0,0,0,0,0,0,"905,844,465",,107,600,"8,293,290","1,509,741",0,6,0,29,99,,"290,727,862","19,149","160,469,404","234,345,935","2,665,991",36,1,1
703,,80767179,,0.00%,7869564,10378,31765072,1,19744796,0,0,0,0,0,0,0,0,0,0,0,0,"350,569,597",,50,600,"6,702,068","584,283",0,2,1,28,70,,"80,767,179",,"7,869,564","31,765,072","10,378",7,2,0
704,Defy,6943693920,12864403,0.19%,5849429431,34274585,8205515259,180,29755883,0,0,0,0,0,3,1,0,0,0,0,0,"8,243,249,151","5,443,832,452",532,600,"15,445,081","13,738,749",7,367,152,33,521,"Defy,Asn","6,943,693,920","12,864,403","5,849,429,431","8,205,515,259","34,274,585",89,192,8
705,,780493875,994067,0.13%,586543869,3919681,919553825,16,28244110,0,0,0,0,0,0,0,0,0,0,0,0,"1,209,462,775",,112,600,"10,571,853","2,015,771",0,34,9,27,118,,"780,493,875","994,067","586,543,869","919,553,825","3,919,681",18,23,2
706,,145827799,627446,0.43%,164124752,531325,213262665,3,20203974,0,0,0,0,0,0,0,0,0,0,0,0,"656,087,697",,93,600,"6,872,606","1,093,479",0,9,0,34,95,,"145,827,799","627,446","164,124,752","213,262,665","531,325",23,1,0
707,,280120558,,0.00%,81498324,851529,175517401,5,21935896,0,0,0,0,0,0,0,0,0,0,0,0,"828,231,532",,95,600,"8,531,622","1,380,386",0,10,0,30,98,,"280,120,558",,"81,498,324","175,517,401","851,529",25,7,0
708,BxS-,2625571334,14216658,0.54%,2315979803,17625093,3419112730,79,24946859,0,0,0,0,0,0,0,0,0,0,0,0,"3,399,874,527","2,039,303,420",237,600,"14,235,149","5,666,458",0,90,35,36,206,BxS-,"2,625,571,334","14,216,658","2,315,979,803","3,419,112,730","17,625,093",57,84,0
709,SINN,1036405509,764465,0.07%,445231054,6953007,1022981626,18,27002284,0,0,0,0,0,0,0,0,0,0,0,0,"1,869,018,730","1,084,274,307",179,600,"10,290,242","3,115,031",0,87,18,25,184,SINN,"1,036,405,509","764,465","445,231,054","1,022,981,626","6,953,007",52,25,0
710,,357267858,97026,0.03%,50443806,1042517,209769933,4,17398842,0,0,0,0,0,0,0,0,0,0,0,0,"1,062,468,080",,136,600,"7,715,785","1,770,780",0,26,1,29,97,,"357,267,858","97,026","50,443,806","209,769,933","1,042,517",36,5,0
711,,773494128,1440081,0.19%,346942866,2698949,731339974,11,23157666,0,0,0,0,0,0,0,0,0,0,0,0,"1,387,749,388",,129,600,"10,561,155","2,312,916",0,28,4,27,113,,"773,494,128","1,440,081","346,942,866","731,339,974","2,698,949",46,16,0
712,,75280030,12425,0.02%,5163792,299025,46603969,1,13696137,0,0,0,0,0,0,0,0,0,0,0,0,"455,828,374",,70,600,"6,209,043","759,714",0,8,1,29,80,,"75,280,030","12,425","5,163,792","46,603,969","299,025",12,1,0
713,RoME,5710726018,548261158,9.60%,4647434057,25566438,7079598248,158,24129331,5,1,0,0,0,0,0,0,0,0,0,0,"7,185,442,646","4,553,604,712",501,602,"14,276,822","11,935,951",0,366,145,33,443,"RoME,ARTA","5,710,726,018","548,261,158","4,647,434,057","7,079,598,248","25,566,438",125,182,0
714,ASH~,7125399463,943355172,13.24%,11410571538,52304533,10854855369,199,34549047,26,5,1,0,0,5,1,1,1,0,0,0,"8,586,385,189","6,094,713,177",590,603,"14,536,829","14,239,445",12,491,189,25,537,ASH~,"7,125,399,463","943,355,172","11,410,571,538","10,854,855,369","52,304,533",28,156,26
715,-SK,6061589567,677532838,11.18%,4729131875,25955354,7475638032,160,26394705,7,1,0,0,0,0,0,0,0,0,0,0,"7,297,998,558","4,871,590,244",441,603,"16,477,679","12,102,817",0,339,155,25,390,-SK,"6,061,589,567","677,532,838","4,729,131,875","7,475,638,032","25,955,354",117,177,5
716,,62484204,246705,0.39%,21303188,146877,28827052,0,,0,0,0,0,0,0,0,0,0,0,0,0,"495,739,279",,73,600,"6,557,481","826,232",0,23,0,28,79,,"62,484,204","246,705","21,303,188","28,827,052","146,877",18,0,0
717,,234004107,398776,0.17%,86999937,1285900,139727734,5,20188776,0,0,0,0,0,0,0,0,0,0,0,0,"877,452,522",,117,603,"7,173,708","1,455,145",0,30,2,35,129,,"234,004,107","398,776","86,999,937","139,727,734","1,285,900",32,3,0
718,,279232197,37626665,13.48%,326450579,2212965,357052863,4,26739653,1,1,1,0,0,0,0,0,0,0,0,0,"849,749,061",,100,604,"8,330,872","1,406,869",0,37,2,30,101,,"279,232,197","37,626,665","326,450,579","357,052,863","2,212,965",30,3,1
